song_id,song_title,artist,popularity,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration,loudness,valence,mode,youtube_view_count,youtube_video_title
spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Notificação Preferida - Ao Vivo,[Zé Neto & Cristiano],78,0.838,0.189,156.008,0.13,0.778,0,3,0.398,8,182341,-4.734,0.206,0,278847696,Zé Neto e Cristiano - NOTIFICAÇÃO PREFERIDA - #EsqueceOMundoLaFora
spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,Cuando Te Besé,"[Becky G, Paulo Londra]",91,0.732,0.106,100.048,0.213,0.307,5.14E-06,4,0.772,9,254383,-3.713,0.295,0,275874297,Becky G Paulo Londra - Cuando Te Besé (Video Oficial)
spotify:track:0VKkyBKCXyR99navhVRqcP,La Player (Bandolera),[Zion & Lennox],86,0.838,0.0935,93.996,0.0633,0.16,0,4,0.769,2,249609,-5.238,0.602,1,275207793,Zion & Lennox - La Player (Bandolera) I Video Oficial
spotify:track:116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),"[Bad Bunny, Drake]",98,0.54,0.099,97.064,0.0544,0.0143,0.000512,4,0.818,6,210368,-6.35,0.174,0,271149990,Bad Bunny feat. Drake - Mia ( Video Oficial )
spotify:track:3u1S1OmAUhx5DRlLrXqyp3,Rise,"[Jonas Blue, Jack & Jack]",91,0.784,0.203,106.066,0.032,0.323,0,4,0.69,1,194408,-4.653,0.669,1,251313785,Jonas Blue - Rise ft. Jack & Jack
spotify:track:69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,[Calum Scott],83,0.235,0.137,171.232,0.0299,0.918,0,3,0.331,10,204326,-7.7,0.218,1,248399027,Calum Scott - You Are The Reason (Official)
spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,[Drake],94,0.626,0.396,91.03,0.125,0.0589,6.00E-05,4,0.835,1,217925,-5.833,0.35,1,242150893,"Drake - In My Feelings (Lyrics Audio) ""Kiki Do you love me"""
spotify:track:6yxYagNp6Gapd7jXmWzgVc,A Culpa É Dele - Ao Vivo | Acústico,"[Marília Mendonça, Maiara & Maraisa]",78,0.602,0.139,125.927,0.182,0.627,0,4,0.838,7,176722,-5.973,0.729,1,241360162,Marília Mendonça - A Culpa é Dele feat. Maiara e Maraisa (Agora é Que São Elas 2)
spotify:track:0s3nnoMeVWz3989MkNQiRf,Lucid Dreams,[Juice WRLD],95,0.566,0.34,83.903,0.2,0.349,0,4,0.511,6,239836,-7.23,0.218,0,240640303,Juice WRLD - Lucid Dreams (Dir. by @_ColeBennett_)
spotify:track:63USmok1OioBzKuWGW9wAg,Nunca Es Suficiente,"[Los Angeles Azules, Natalia Lafourcade]",61,0.518,0.0891,94.001,0.0406,0.398,0,4,0.789,2,266213,-5.417,0.78,0,238774191,Los Ángeles Azules - Nunca Es Suficiente ft. Natalia Lafourcade
spotify:track:0PaAB17axL9hn88mHiw8g0,Não Fala Não pra Mim,"[Humberto & Ronaldo, Jerry Smith]",80,0.794,0.236,157.987,0.0402,0.591,0,4,0.741,3,196613,-2.555,0.765,1,236372154,Humberto e Ronaldo - Não Fala Não Pra Mim feat. Jerry Smith
spotify:track:3XfnssSD9HMQ9LhVOJvXTE,Djadja,[Aya Nakamura],80,0.698,0.113,97.985,0.244,0.117,0,4,0.832,5,170160,-6.215,0.559,1,233875842,Aya Nakamura - Djadja (Clip officiel)
spotify:track:7DrluKkTviBwCc8AV3VGmf,Clandestino,"[Shakira, Maluma]",88,0.822,0.349,165.842,0.16,0.39,3.37E-05,4,0.766,1,231921,-4.126,0.881,0,217664263,Shakira Maluma - Clandestino (Video Oficial/Official Music Video) ft. Maluma
spotify:track:3rPAD722s5FFNnwjC91t7Z,Quiere Beber,[Anuel Aa],90,0.57,0.108,95.038,0.113,0.372,0.00524,4,0.773,8,187125,-3.482,0.772,1,211911875,Anuel AA - Ella Quiere Beber (Video Oficial)
spotify:track:2BgEsaKNfHUdlh97KmvFyo,2002,[Anne-Marie],84,0.683,0.137,96.133,0.117,0.0372,0,4,0.697,1,186987,-2.881,0.603,0,208881368,Anne-Marie - 2002 (Official Video)
spotify:track:0RBOFW5424gCCCZrgECbt6,Romance Com Safadeza,"[Wesley Safadão, Anitta]",78,0.903,0.117,155.97,0.0693,0.216,0,4,0.544,11,172655,-4.11,0.765,0,207162972,Wesley Safadão e Anitta - Romance Com Safadeza  (Clipe Oficial)
spotify:track:09IStsImFySgyp0pIQdqAc,The Middle,"[Zedd, Maren Morris, Grey]",88,0.657,0.112,107.01,0.0449,0.171,0,4,0.753,7,184732,-3.061,0.437,1,207072714,Zedd Grey - The Middle (Lyrics) ft. Maren Morris
spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,"[Dynoro, Gigi D'Agostino]",94,0.77,0.118,125.905,0.149,0.176,1.10E-05,4,0.694,6,184560,-5.335,0.163,1,199256238,Dynoro & Gigi D’Agostino - In My Mind
spotify:track:1fyhyOy6iS9E2NckAzjmTo,Status Que Eu Não Queria - Ao Vivo,[Zé Neto & Cristiano],77,0.871,0.564,117.622,0.209,0.59,0,4,0.58,4,153934,-4.052,0.911,1,196870667,Zé Neto e Cristiano - STATUS QUE EU NÃO QUERIA - #EsqueceOMundoLaFora
spotify:track:0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),"[benny blanco, Halsey, Khalid]",95,0.68,0.116,89.391,0.321,0.555,0,4,0.56,6,173800,-7.648,0.319,0,192506972,benny blanco Halsey & Khalid – Eastside (official video)
spotify:track:1jo3TwNGCXfNdB5uba3ZVv,Killshot,[Eminem],88,0.651,0.371,105.814,0.378,0.0989,0,4,0.892,0,253580,-8.645,0.599,0,190752713,KILLSHOT (Official Audio)
spotify:track:7AQim7LbvFVZJE3O8TYgf2,Fuck Love (feat. Trippie Redd),"[XXXTENTACION, Trippie Redd]",89,0.533,0.103,131.036,0.0412,0.0172,0.000152,4,0.797,0,146520,-9.74,0.329,0,190141029,XXXTENTACION - Fuck Love (Audio) (feat. Trippie Redd)
spotify:track:3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),"[Martin Garrix, Khalid]",87,0.693,0.0891,139.912,0.0412,0.584,9.58E-05,4,0.506,0,216420,-7.265,0.221,0,189545396,Martin Garrix feat. Khalid - Ocean (Official Video)
spotify:track:5WvAo7DNuPRmk4APhdPzi8,No Brainer,"[DJ Khaled, Justin Bieber, Quavo, Chance the Rapper]",90,0.76,0.0865,135.702,0.342,0.0733,0,5,0.552,0,260000,-4.706,0.639,1,180980480,DJ Khaled - No Brainer (Official Video) ft. Justin Bieber Chance the Rapper Quavo
spotify:track:0tp6mwUt99QnfY95T30Lqj,Blah Blah Blah,[Armin van Buuren],69,0.963,0.294,103.406,0.0682,0.00882,0.00357,3,0.378,5,183519,-3.911,0.16,0,179745700,Armin van Buuren - Blah Blah Blah (Official Lyric Video)
spotify:track:1snWlbcbgQpJfknoI30DWG,Darkside,"[Alan Walker, Au/Ra, Tomine Harket]",86,0.642,0.118,170.008,0.0502,0.164,0,4,0.425,4,211867,-5.06,0.112,0,178733880,Alan Walker - Darkside (feat. Au/Ra and Tomine Harket)
spotify:track:51HrDv54pSe1IqynORNXBd,O Bebê,"[MC Kevinho, MC Kekel]",83,0.749,0.241,165.057,0.114,0.248,0,4,0.81,6,178099,-3.734,0.795,0,175546817,Kevinho e MC Kekel - O Bebê (kondzilla.com)
spotify:track:3HEb6Y5dv8PgD6JgsIQNac,Bebida Na Ferida - Ao Vivo,[Zé Neto & Cristiano],76,0.796,0.842,126.099,0.164,0.735,0,4,0.605,1,199363,-5.195,0.51,1,171776066,Zé Neto e Cristiano - BEBIDA NA FERIDA - #EsqueceOMundoLaFora
spotify:track:2Ab1wPTEqulaCGoBak1gUo,Ao Vivo E A Cores,"[Matheus & Kauan, Anitta]",77,0.526,0.147,135.032,0.0352,0.0131,0,4,0.668,5,180304,-6.174,0.42,0,170458938,Matheus & Kauan Anitta - Ao Vivo E A Cores ft. Anitta
spotify:track:3UxbT06Mz8aTJbHYYIxwkI,Mundo de Ilusões - Ao Vivo,[Gusttavo Lima],75,0.925,0.379,142.008,0.0548,0.496,0,4,0.758,0,185781,-3.495,0.775,1,170326167,Gusttavo Lima - Mundo de Ilusões (Clipe Oficial)
spotify:track:5a8RPWgKSmcGBGcffmIrUi,Thunderclouds,"[Sia, Diplo, Labrinth, LSD]",89,0.716,0.263,112.035,0.0351,0.0085,9.06E-06,4,0.691,7,187027,-5.985,0.507,1,166646798,LSD - Thunderclouds (Official Video) ft. Sia Diplo Labrinth
spotify:track:1Cxd4ZJJ9VOQQpNcpdcZEQ,Cuando Nadie Ve,[Morat],83,0.788,0.215,96.005,0.0598,0.118,0,4,0.804,1,219184,-4.586,0.837,0,162842164,Morat - Cuando Nadie Ve
spotify:track:5OCJzvD7sykQEKHH7qAC3C,God is a woman,[Ariana Grande],91,0.658,0.237,145.031,0.0558,0.0233,6.00E-05,4,0.602,1,197547,-5.934,0.268,1,161969237,Ariana Grande - God is a woman
spotify:track:45sVRPegWSGpIcsrDoaaCY,En Peligro de Extinción,[La Adictiva Banda San José de Mesillas],76,0.483,0.241,123.566,0.0281,0.219,2.33E-06,4,0.709,0,234198,-3.734,0.834,1,161858006,La Adictiva - En Peligro De Extinción
spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Ahora Te Puedes Marchar,[Luis Miguel],78,0.877,0.0627,133.263,0.0427,0.148,2.36E-06,4,0.78,6,191973,-3.683,0.909,0,154568032,"Luis Miguel - ""Ahora te puedes marchar"" (Video Oficial)"
spotify:track:2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,[Eminem],87,0.794,0.543,135.959,0.064,0.0193,0,4,0.749,0,269554,-5.063,0.46,1,153891959,Eminem - Venom
spotify:track:62o8KoI44JfN7aYxgTnPvh,Mala Mía,[Maluma],89,0.752,0.232,180.049,0.345,0.31,0,4,0.749,6,183753,-4.883,0.901,1,147059097,Maluma - Mala Mía (Official Music Video)
spotify:track:2H1liABu20HXBOmbt5SQz1,Ciumeira - Ao Vivo,[Marília Mendonça],84,0.813,0.797,123.842,0.0452,0.204,0,4,0.741,11,190084,-4.83,0.765,0,146658498,Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira
spotify:track:0JP9xo3adEtGSdUEISiszL,Moonlight,[XXXTENTACION],93,0.537,0.102,128.009,0.0804,0.556,0.00404,4,0.921,9,135090,-5.723,0.711,0,143038899,Moonlight
spotify:track:4cnNrOojGyU6J3OXqVTPIg,Pra Inveja É Tchau,"[Mc Kevin, Mc Davi]",77,0.341,0.0752,83.507,0.06,0.724,4.56E-05,3,0.693,0,173233,-4.706,0.51,1,142811369,MC Kevin e MC Davi - Pra Inveja é Tchau (GR6 Filmes) Perera DJ
spotify:track:33zcmmElV1YbRZe57biUjg,Celoso,[Lele Pons],87,0.703,0.331,166.043,0.107,0.352,0,4,0.746,4,179693,-4.179,0.667,0,142383300,Lele Pons - Celoso (Official Music Video)
spotify:track:38QmUDpkoYlNbMKvpvAsrE,Mi Cama - Remix,"[Karol G, J Balvin, Nicky Jam]",84,0.784,0.0958,162.958,0.0738,0.299,0,4,0.815,9,196320,-4.423,0.832,1,140506216,Karol G J. Balvin - Mi Cama (Remix) ft. Nicky Jam
spotify:track:0kCqaybZgYcLYxzZymmBoc,"Quem Pegou, Pegou",[Henrique & Juliano],76,0.682,0.854,104.017,0.0263,0.304,0,4,0.699,9,183888,-5.396,0.678,1,139745503,Henrique e Juliano - QUEM PEGOU PEGOU - DVD Menos é Mais - IG: henriqueejuliano
spotify:track:1BFmBgVOnLy3Ekrxz1lBOK,La Cintura,[Alvaro Soler],78,0.845,0.358,100.015,0.0692,0.0201,0,4,0.706,6,204653,-4.102,0.742,0,138567381,Alvaro Soler - La Cintura
spotify:track:4JPSfCXQe6kDliMIJTqISW,Coladinha em Mim - Ao Vivo,"[Gustavo Mioto, Anitta]",68,0.68,0.912,188.162,0.292,0.354,0,4,0.623,6,170507,-7.255,0.643,0,138530153,Gustavo Mioto - Coladinha em mim Part. Anitta
spotify:track:2zDj4WjbNDmrRL6Z4YjjCA,Amigos Con Derechos,"[Reik, Maluma]",89,0.807,0.0652,183.971,0.0613,0.0481,0,4,0.686,1,227476,-3.324,0.63,1,137034546,Reik Maluma - Amigos Con Derechos (Video Oficial)
spotify:track:2r77vqSZkOktTSgmAOoHsV,Chica Paranormal,[Paulo Londra],84,0.596,0.0897,139.937,0.0918,0.216,0,4,0.84,6,221214,-4.319,0.71,0,135058002,Paulo Londra - Chica Paranormal (Official Video)
spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","[YG, 2 Chainz, Big Sean, Nicki Minaj]",86,0.346,0.0881,203.911,0.331,0.00552,0,4,0.745,1,237240,-7.709,0.112,1,133526932,YG - Big Bank ft. 2 Chainz Big Sean Nicki Minaj
spotify:track:6JjPBQfI2Y8nIjnm65X6Pw,X - Remix,"[Nicky Jam, J Balvin, Maluma, Ozuna]",86,0.696,0.0778,180.113,0.103,0.0561,3.77E-05,4,0.663,9,235747,-4.957,0.738,0,126593302,X Remix - Nicky Jam x J Balvin x Ozuna x Maluma
spotify:track:5OUGSwa2eadrcAsMdUItmO,Mejor Me Alejo,[Banda Sinaloense MS de Sergio Lizárraga],68,0.378,0.106,124.084,0.0431,0.206,3.95E-06,4,0.823,0,201960,-6.906,0.54,1,126546928,BANDA MS - MEJOR ME ALEJO (VIDEO OFICIAL)
spotify:track:2iUXsYOEPhVqEBwsqP70rE,Youngblood,[5 Seconds of Summer],87,0.854,0.124,120.274,0.463,0.0169,0,4,0.596,7,203418,-5.114,0.152,0,124768115,5 Seconds Of Summer - Youngblood (Alt Version)
spotify:track:4Is1b37KJY9XVCgzp81FBW,BAAM,[MOMOLAND],75,0.94,0.0864,127.051,0.0435,0.115,0.00431,4,0.725,5,208475,-2.32,0.905,0,121376137,(MV) MOMOLAND(모모랜드) _ BAAM
spotify:track:5Vwqy3CS2aCB6jcgm1qWfk,Amore e Capoeira,"[Takagi & Ketra, Giusy Ferreri, Sean Kingston]",75,0.697,0.044,118.083,0.142,0.122,0,4,0.827,11,172455,-4.368,0.836,0,120559380,Takagi & Ketra - Amore e Capoeira ft. Giusy Ferreri Sean Kingston
spotify:track:2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,[Travis Scott],96,0.73,0.124,155.008,0.222,0.00513,0,4,0.834,8,312820,-3.714,0.446,1,118175379,Travis Scott - SICKO MODE (Audio)
spotify:track:4S6gJt4RYR34t4sjW8wEah,Lo siento,[Beret],77,0.407,0.138,79.839,0.0446,0.576,0,4,0.419,11,229939,-9.011,0.309,0,116266170,BERET - LO SIENTO (VIDEOLYRICS OFICIAL/ LETRA)
spotify:track:3IfctMaf2sfvlSLRa42Cna,O Sol,[Vitor Kley],76,0.623,0.104,97.532,0.0256,0.12,0,4,0.641,6,209000,-5.641,0.65,0,114404279,Vitor Kley  - O Sol  (Videoclipe Oficial)
spotify:track:2VxeLyX666F8uXCJ0dZF8B,Shallow,"[Lady Gaga, Bradley Cooper]",92,0.385,0.231,95.799,0.0308,0.371,0,4,0.572,7,215733,-6.362,0.323,1,111637300,Lady Gaga Bradley Cooper - Shallow (A Star Is Born)
spotify:track:4R5xvs5X0phd0EYWyGigju,Medicina,[Anitta],81,0.784,0.149,93.96,0.0667,0.0441,0.0129,4,0.798,4,141508,-3.545,0.653,0,109523578,Anitta - Medicina (Official Music Video)
spotify:track:7dt6x5M1jzdTEt8oCbisTK,Better Now,[Post Malone],93,0.563,0.136,145.028,0.0454,0.354,0,4,0.68,10,231267,-5.843,0.374,1,109164822,Post Malone - Better Now (Lyrics/Lyric Video)
spotify:track:4zIO3ilp5HvTeK3HJHxhMP,Natural,[Imagine Dragons],92,0.612,0.08,97.773,0.0708,0.216,0,4,0.448,2,189467,-6.106,0.213,1,108598218,Imagine Dragons - Natural
spotify:track:4cQR1R25cpABjPMzpybNSQ,Da zero a cento,[Baby K],72,0.641,0.145,184.088,0.0655,0.0231,0,4,0.605,3,206195,-6.119,0.781,0,108478357,Baby K - Da zero a cento
spotify:track:4ofwffwvvnbSkrMSCKQDaC,Shotgun,[George Ezra],90,0.735,0.242,115.741,0.0457,0.286,0,4,0.672,5,201287,-4.733,0.754,1,107635367,George Ezra - Shotgun (Lyric Video)
spotify:track:2dpaYNEQHiRxtZbfNsse99,Happier,"[Marshmello, Bastille]",98,0.792,0.167,100.015,0.0452,0.191,0,4,0.687,5,214290,-2.749,0.671,1,106049469,Marshmello ft. Bastille - Happier (Official Lyric Video)
spotify:track:5EKHbW7mXcAR4hCyS3YXjb,Atrasadinha - Ao Vivo,"[Felipe Araújo, Ferrugem]",82,0.844,0.866,159.969,0.109,0.498,0,4,0.676,7,172767,-3.396,0.716,1,104626103,Felipe Araújo & Ferrugem - Atrasadinha - #PorInteiro
spotify:track:58QhkbaAkLFnn7JwAnAato,Fall,[Eminem],85,0.546,0.112,182.973,0.295,0.227,0,4,0.83,1,262494,-5.716,0.535,1,101381234,Eminem - Fall
