song_id,song_title,artist,popularity,total_no_streams,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration,loudness,valence,mode
spotify:track:44KKhCyI0BGS6LvVyDqJtH,Esskeetit,['Lil Pump'],77.00,"88,119,058.00",0.51,0.09,139.97,0.16,0.02,0.00,4.00,0.93,11.00,"181,714.00",-7.76,0.70,1.00
spotify:track:2wRkBumdItthjYP9XknImg,Está Rico,"['Marc Anthony', 'Will Smith', 'Bad Bunny']",82.00,"31,656,630.00",0.74,0.10,130.04,0.28,0.27,0.00,4.00,0.82,11.00,"215,151.00",-4.57,0.67,0.00
spotify:track:7glCSQqV5o6NU88Cn4zPZn,Estamos Bien,['Bad Bunny'],65.00,"73,717,797.00",0.56,0.10,120.12,0.10,0.83,0.00,4.00,0.79,9.00,"208,080.00",-5.62,0.47,0.00
spotify:track:1DRJZUVcs6i6TkdNUXAi6m,Estamos Bien,['Don Khuma'],2.00,"6,269,084.00",0.58,0.12,120.09,0.11,0.80,0.00,4.00,0.79,9.00,"208,379.00",-4.94,0.46,0.00
spotify:track:1gng5xQBiYCVDkHS0IKLyk,Estamos Bien,['Street Rappers'],0.00,"6,082,187.00",0.55,0.10,120.12,0.13,0.80,0.00,4.00,0.80,9.00,"212,715.00",-5.98,0.45,0.00
spotify:track:1SZDQMXX1FrA97YY7Lt3Fj,Ett sista glas,['Miriam Bryant'],53.00,"8,652,240.00",0.37,0.11,120.03,0.03,0.04,0.00,4.00,0.66,10.00,"186,086.00",-9.14,0.40,0.00
spotify:track:3p6hnejEQYXkiTO1lAzVc0,Euphoria,['BTS'],76.00,"5,032,951.00",0.80,0.09,105.00,0.03,0.39,0.00,4.00,0.64,2.00,"228,615.00",-4.52,0.56,1.00
spotify:track:5LABCxgmP7DATATIJXOh6n,Ever Since New York,['Harry Styles'],65.00,"4,561,459.00",0.54,0.13,127.96,0.03,0.20,0.00,5.00,0.39,10.00,"253,387.00",-6.76,0.38,1.00
spotify:track:5qfZRNjt2TkHEL12r3sDEU,Everglow,['Coldplay'],68.00,"26,820,765.00",0.45,0.11,146.10,0.03,0.46,0.07,4.00,0.54,4.00,"282,693.00",-9.16,0.14,1.00
spotify:track:6BVBkKpZK09NmifUMZqj1z,Every Other Freckle,['alt-J'],55.00,"4,018,717.00",0.71,0.12,143.92,0.07,0.61,0.04,4.00,0.54,2.00,"216,004.00",-7.64,0.52,1.00
spotify:track:7cGFbx7MP0H23iHZTZpqMM,Everybody,['Logic'],72.00,"30,631,121.00",0.94,0.07,110.01,0.09,0.16,0.00,4.00,0.89,1.00,"162,347.00",-5.91,0.77,1.00
spotify:track:3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,['XXXTENTACION'],84.00,"333,503,446.00",0.57,0.11,129.95,0.13,0.85,0.00,4.00,0.73,7.00,"95,467.00",-7.07,0.69,0.00
spotify:track:3pIigjAWkzwAonXpJ1fmSF,Everybody Hates Me,['The Chainsmokers'],16.00,"37,643,043.00",0.76,0.37,154.80,0.05,0.01,0.00,4.00,0.47,11.00,"224,027.00",-6.61,0.51,0.00
spotify:track:4EAV2cKiqKP5UPZmY6dejk,Everyday,"['Logic', 'Marshmello']",80.00,"132,375,485.00",0.75,0.07,149.96,0.04,0.04,0.00,4.00,0.67,1.00,"204,747.00",-4.15,0.44,1.00
spotify:track:6yL2kTsdVwYnGwPkKGtMd5,Everyday,"['Ariana Grande', 'Future']",74.00,"45,664,136.00",0.73,0.16,131.01,0.06,0.02,0.00,4.00,0.64,7.00,"194,840.00",-4.39,0.43,0.00
spotify:track:2N3U8uTYhjX2KwGT0pf5x0,Everyday,"['A$AP Rocky', 'Rod Stewart', 'Miguel', 'Mark Ronson']",72.00,"39,137,032.00",0.66,0.34,149.82,0.19,0.01,0.00,4.00,0.39,4.00,"260,987.00",-8.68,0.34,1.00
spotify:track:0WdR2AyLW1Drd3OUdwezM0,everytime,['Ariana Grande'],76.00,"26,456,966.00",0.61,0.10,148.15,0.04,0.19,0.00,4.00,0.71,10.00,"172,107.00",-6.76,0.66,0.00
spotify:track:6oztjkmPuV8iqw8Od7cjsa,Everywhere I Go (Kings and Queens),['New Politics'],0.00,"1,985,707.00",0.97,0.39,163.95,0.26,0.06,0.00,4.00,0.48,4.00,"206,903.00",-3.54,0.55,1.00
spotify:track:70eDxAyAraNTiD6lx2ZEnH,Ex's & Oh's,['Elle King'],71.00,"99,254,269.00",0.92,0.06,139.99,0.08,0.02,0.00,4.00,0.61,7.00,"202,173.00",-2.88,0.45,1.00
spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Exchange,['Bryson Tiller'],78.00,"130,212,326.00",0.43,0.14,160.14,0.19,0.11,0.00,4.00,0.53,6.00,"194,613.00",-10.60,0.27,1.00
spotify:track:3I8MbKRkS2IBDuslhCS3iT,Excuse Me,['A$AP Rocky'],64.00,"2,731,304.00",0.71,0.14,122.04,0.06,0.33,0.00,4.00,0.65,8.00,"238,053.00",-8.44,0.41,1.00
spotify:track:1LszjjoVwDDZcWUQbzeDLG,Explícale (feat. Bad Bunny),"['Yandel', 'Bad Bunny']",70.00,"99,033,405.00",0.69,0.10,125.09,0.15,0.06,0.00,4.00,0.81,1.00,"223,147.00",-4.15,0.64,1.00
spotify:track:4vwfOiyWxXeEdx4ejAJgdx,Eye 2 Eye,"['Huncho Jack', 'Travis Scott', 'Quavo', 'Takeoff']",66.00,"5,542,140.00",0.65,0.10,146.03,0.13,0.00,0.00,4.00,0.81,2.00,"190,679.00",-4.41,0.18,1.00
spotify:track:1xa5pXOwLoxHuBDU0JiUdn,Eyes Closed,['Halsey'],1.00,"6,408,773.00",0.69,0.08,130.12,0.04,0.02,0.00,4.00,0.57,1.00,"202,439.00",-5.03,0.05,0.00
spotify:track:49zD0wr2S3d0lZPib0K4e1,F*ck Up Some Commas,['Future'],69.00,"11,418,719.00",0.57,0.15,140.00,0.22,0.07,0.00,4.00,0.87,11.00,"237,400.00",-5.90,0.46,0.00
spotify:track:70mkjE0eVDfuuVKXX7KZXB,Facts (Charlie Heat Version),['Kanye West'],0.00,"4,572,472.00",0.66,0.20,142.06,0.15,0.05,0.00,4.00,0.78,1.00,"200,733.00",-3.79,0.41,0.00
spotify:track:3cCxoOgfi6hgt8MNteuiiD,Fade,['Kanye West'],67.00,"27,368,945.00",0.77,0.31,105.99,0.09,0.10,0.00,4.00,0.76,9.00,"193,748.00",-5.79,0.29,0.00
spotify:track:6Un6kjADPaylQqaRIbpLWE,Fade Out Lines - The Avener Rework,"['The Avener', 'Phoebe Killdeer']",41.00,"12,363,910.00",0.69,0.12,119.02,0.03,0.01,0.08,4.00,0.85,8.00,"276,000.00",-5.70,0.68,0.00
spotify:track:1brwdYwjltrJo7WHpIvbYt,Faded,['Alan Walker'],23.00,"705,007,917.00",0.65,0.11,90.01,0.03,0.03,0.00,4.00,0.59,6.00,"212,627.00",-5.10,0.17,1.00
spotify:track:70hy0ZQcI8ZGNlD1ujlylj,Faded,['ZHU'],0.00,"7,218,893.00",0.45,0.19,124.97,0.05,0.02,0.22,4.00,0.85,9.00,"223,485.00",-8.94,0.61,0.00
spotify:track:4Yf5bqU3NK4kNOypcrLYwU,Faint,['Linkin Park'],66.00,"3,999,505.00",0.98,0.07,135.10,0.13,0.11,0.00,4.00,0.55,4.00,"162,600.00",-3.55,0.59,1.00
spotify:track:1s9xuJxhYM0LdVqksjegcg,Fairly Local,['Twenty One Pilots'],68.00,"176,713.00",0.72,0.08,114.99,0.06,0.04,0.00,4.00,0.72,6.00,"207,160.00",-5.99,0.48,0.00
spotify:track:3VTNVsTTu05dmTsVFrmGpK,Fairytale of New York (feat. Kirsty MacColl),"['The Pogues', 'Kirsty MacColl']",70.00,"81,870,804.00",0.65,0.24,118.50,0.03,0.50,0.00,4.00,0.32,2.00,"272,200.00",-6.34,0.47,1.00
spotify:track:0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,['George Michael'],73.00,"2,905,554.00",0.48,0.07,95.85,0.12,0.01,0.00,4.00,0.89,11.00,"193,200.00",-11.99,0.61,1.00
spotify:track:4dWVEAVhqNUjvsBHUo477f,Faithful,"['Drake', 'Pimp C', 'dvsn']",44.00,"9,188,333.00",0.45,0.32,100.00,0.15,0.10,0.00,4.00,0.54,1.00,"290,133.00",-10.55,0.16,1.00
spotify:track:6NMNgWgEAzde5M8U3lc6FN,Fake Love,['Drake'],2.00,"476,434,708.00",0.54,0.10,133.91,0.30,0.18,0.00,4.00,0.92,9.00,"207,813.00",-7.47,0.74,0.00
spotify:track:3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,['BTS'],77.00,"74,499,528.00",0.72,0.31,77.50,0.04,0.00,0.00,4.00,0.56,2.00,"242,334.00",-4.52,0.34,0.00
spotify:track:0pJPdSVti6cTM1Q6xYGmcf,Faking It (feat. Kehlani & Lil Yachty),"['Calvin Harris', 'Kehlani', 'Lil Yachty']",66.00,"3,690,168.00",0.59,0.07,120.03,0.12,0.32,0.00,4.00,0.78,9.00,"240,093.00",-4.54,0.67,0.00
spotify:track:58QhkbaAkLFnn7JwAnAato,Fall,['Eminem'],77.00,"71,263,541.00",0.55,0.11,182.97,0.30,0.23,0.00,4.00,0.83,1.00,"262,494.00",-5.72,0.54,1.00
spotify:track:5I8oEqbk2ZBmQfXCrZbUFb,Fallin' All In You,['Shawn Mendes'],24.00,"5,941,368.00",0.48,0.11,92.03,0.04,0.40,0.00,4.00,0.85,8.00,"235,747.00",-6.70,0.80,1.00
spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,Falling Down - Bonus Track,"['Lil Peep', 'XXXTENTACION']",62.00,"259,303,125.00",0.57,0.15,120.01,0.03,0.02,0.00,4.00,0.67,4.00,"196,400.00",-6.44,0.27,0.00
spotify:track:7gZQfdEQpmwAoPHSbEHzms,False Alarm,"['Matoma', 'Becky Hill']",64.00,"67,976,371.00",0.73,0.06,102.98,0.03,0.01,0.00,4.00,0.64,5.00,"224,272.00",-6.76,0.18,0.00
spotify:track:4oeaIftdpT3JuZLcCkKmVE,False Alarm,['The Weeknd'],67.00,"38,079,941.00",0.68,0.19,174.00,0.07,0.03,0.00,4.00,0.52,8.00,"220,307.00",-6.37,0.20,0.00
spotify:track:4Uy3kNxW2kB8AEoXljEcth,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","['Nicki Minaj', 'Anuel Aa', 'Bantu']",83.00,"33,350,812.00",0.88,0.35,112.03,0.14,0.02,0.00,5.00,0.77,9.00,"174,893.00",-5.16,0.67,0.00
spotify:track:0Y4hwUppbGc8aIBmiTz30A,Familiar,"['Liam Payne', 'J Balvin']",77.00,"115,586,518.00",0.81,0.08,92.96,0.33,0.02,0.00,4.00,0.64,9.00,"196,552.00",-4.59,0.91,1.00
spotify:track:04mf1OkXHZ6TPBNM9sBcSm,Famous,['Kanye West'],2.00,"170,684,091.00",0.75,0.12,173.96,0.12,0.07,0.00,4.00,0.47,6.00,"196,040.00",-3.65,0.42,1.00
spotify:track:2HGymMoOdB4ZYv0AAqYmgF,Famous,['Mason Ramsey'],56.00,"12,863,766.00",0.82,0.11,159.85,0.03,0.71,0.00,4.00,0.53,5.00,"192,520.00",-2.82,0.56,1.00
spotify:track:19HA9J80qZfIkAnp2g8N2S,Famous,['21 Savage'],1.00,"3,195,965.00",0.60,0.05,173.99,0.43,0.72,0.00,4.00,0.78,9.00,"234,280.00",-9.65,0.65,0.00
spotify:track:05r1GGg1Rhs0RcUg27C82a,Famous (feat. Reginae Carter),"['Lil Wayne', 'Reginae Carter']",67.00,"9,005,862.00",0.57,0.25,149.86,0.14,0.03,0.00,4.00,0.62,9.00,"242,050.00",-5.66,0.12,1.00
spotify:track:4pItP9yMHJ4Klk8U6eOmLx,Fan va bra,['Jakob Karlberg'],57.00,"199,519.00",0.76,0.18,125.01,0.03,0.03,0.00,4.00,0.69,11.00,"212,925.00",-5.49,0.59,1.00
spotify:track:1BygxKyZjq2xjQiFMkSFGp,Fanática Sensual,['Plan B'],61.00,"21,083,122.00",0.85,0.09,164.02,0.05,0.09,0.00,4.00,0.79,1.00,"240,320.00",-3.66,0.91,1.00
spotify:track:5GJwmgyFOO0kHhTkgQP2Sp,Fancy,"['Iggy Azalea', 'Charli XCX']",0.00,"209,371,857.00",0.72,0.05,95.02,0.11,0.09,0.00,4.00,0.91,8.00,"199,938.00",-4.14,0.35,1.00
spotify:track:6OZh916QF8XNunWaP97WEZ,Fast Car,"['Jonas Blue', 'Dakota']",25.00,"502,209,439.00",0.59,0.31,113.90,0.08,0.45,0.00,4.00,0.46,9.00,"212,424.00",-6.98,0.58,1.00
spotify:track:6QO46cJfmFvvCKUgauKOKS,Father Stretch My Hands Pt. 1,['Kanye West'],1.00,"99,997,626.00",0.56,0.52,113.12,0.05,0.13,0.00,4.00,0.72,7.00,"135,920.00",-4.41,0.40,1.00
spotify:track:23luOrEVHMfoX0AhfbQuS6,FEAR.,['Kendrick Lamar'],65.00,"26,253,475.00",0.48,0.53,150.41,0.28,0.60,0.00,4.00,0.59,1.00,"460,573.00",-7.04,0.43,1.00
spotify:track:3lyeSiAIdLoZUHhV8psOTI,Feed Me Dope,['Future'],58.00,"4,592,085.00",0.69,0.15,150.01,0.30,0.01,0.00,4.00,0.85,8.00,"166,693.00",-6.51,0.57,0.00
spotify:track:6G16j2Y8y2fMqvxMYFItvW,Feedback,['Kanye West'],0.00,"9,013,111.00",0.57,0.10,100.16,0.49,0.59,0.00,4.00,0.82,1.00,"147,240.00",-6.04,0.18,1.00
spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,['Portugal. The Man'],82.00,"503,935,939.00",0.80,0.07,79.03,0.05,0.04,0.00,4.00,0.80,1.00,"163,253.00",-5.12,0.75,0.00
spotify:track:12C1XYFQGZYXRYJNbsgDc7,Feel No Ways,['Drake'],49.00,"28,712,445.00",0.67,0.11,193.80,0.16,0.03,0.00,4.00,0.58,7.00,"240,653.00",-7.08,0.23,1.00
spotify:track:3aUFrxO1B8EW63QchEl3wX,Feel The Love,"['KIDS SEE GHOSTS', 'Pusha T']",70.00,"15,110,834.00",0.47,0.10,110.57,0.10,0.13,0.00,4.00,0.58,0.00,"165,053.00",-5.95,0.37,0.00
spotify:track:2LTlO3NuNVN70lp2ZbVswF,FEEL.,['Kendrick Lamar'],64.00,"37,403,855.00",0.80,0.14,109.97,0.35,0.14,0.00,4.00,0.75,0.00,"214,827.00",-8.38,0.55,1.00
spotify:track:6fS3dNRP8D0vxC48BUowbO,Feelin' Myself,"['will.i.am', 'Miley Cyrus', 'French Montana', 'Wiz Khalifa', 'Mustard']",23.00,"4,582,369.00",0.54,0.13,96.49,0.15,0.03,0.00,4.00,0.86,6.00,"253,520.00",-8.59,0.50,0.00
spotify:track:7oDjaRDdf9zNQ8N3yRjQwF,Feeling Good,['Avicii'],11.00,"1,852,488.00",0.58,0.11,100.09,0.04,0.32,0.00,3.00,0.39,11.00,"228,939.00",-5.49,0.10,0.00
spotify:track:5fyIGoaaKelzdyW8ELhYJZ,Feeling Myself,"['Nicki Minaj', 'Beyoncé']",64.00,"23,866,438.00",0.70,0.36,139.05,0.27,0.44,0.01,4.00,0.56,2.00,"237,840.00",-5.46,0.48,1.00
spotify:track:2dyyOwe0KxTZTJjjXDeLmU,Feelings,['Maroon 5'],59.00,"4,683,864.00",0.73,0.06,121.94,0.07,0.00,0.00,4.00,0.69,10.00,"194,773.00",-5.36,0.75,0.00
spotify:track:5Y3Tj0wJhKAaPbwWxXxZGS,Feelings Mutual,['Lil Uzi Vert'],59.00,"3,323,082.00",0.69,0.09,125.98,0.26,0.11,0.00,4.00,0.59,0.00,"233,645.00",-6.02,0.35,1.00
spotify:track:5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean']",76.00,"462,099,346.00",0.75,0.09,101.02,0.06,0.06,0.00,4.00,0.89,11.00,"223,413.00",-3.11,0.87,0.00
spotify:track:5uu28fUesZMl89lf9CLrgN,Feels Great (feat. Fetty Wap & CVBZ),"['Cheat Codes', 'Fetty Wap', 'CVBZ']",68.00,"40,925,494.00",0.83,0.13,180.01,0.06,0.05,0.00,4.00,0.52,0.00,"193,569.00",-3.72,0.30,1.00
spotify:track:7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,['Childish Gambino'],73.00,"23,618,797.00",0.60,0.08,165.73,0.13,0.16,0.00,4.00,0.55,7.00,"297,404.00",-8.21,0.26,1.00
spotify:track:2E124GmJRnBJuXbTb4cPUB,FEFE (feat. Nicki Minaj & Murda Beatz),"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",68.00,"398,804,352.00",0.39,0.14,125.98,0.41,0.09,0.00,4.00,0.93,1.00,"179,405.00",-9.13,0.38,1.00
spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,Felices los 4,['Maluma'],21.00,"462,895,074.00",0.79,0.35,93.97,0.15,0.23,0.00,4.00,0.76,5.00,"229,849.00",-4.50,0.74,1.00
spotify:track:7taXf5odg9xCAZERYfyOkS,Feliz Navidad,['José Feliciano'],67.00,"83,771,104.00",0.86,0.35,148.75,0.04,0.53,0.00,4.00,0.49,2.00,"182,360.00",-7.06,0.96,1.00
spotify:track:0XLOf9LhyazPX9Ld8jPiUq,Fetish (feat. Gucci Mane),"['Selena Gomez', 'Gucci Mane']",14.00,"162,010,927.00",0.61,0.06,123.04,0.06,0.02,0.00,4.00,0.71,2.00,"186,113.00",-4.52,0.31,1.00
spotify:track:3vRvuatWmKcHhxbv6choLR,Fiction (feat. Tom Odell),"['Kygo', 'Tom Odell']",56.00,"2,281,775.00",0.80,0.12,110.04,0.03,0.02,0.00,4.00,0.72,5.00,"243,947.00",-5.52,0.43,1.00
spotify:track:6bRbeEgg8v8BQ0HuVuPE7v,Fight Song,['Rachel Platten'],27.00,"106,317,603.00",0.71,0.18,87.94,0.07,0.09,0.00,4.00,0.64,7.00,"204,067.00",-5.06,0.35,1.00
spotify:track:1L3NV7VrCiuE8C5QlhdeQL,Filthy,['Justin Timberlake'],56.00,"45,238,140.00",0.58,0.25,97.00,0.14,0.04,0.01,4.00,0.75,1.00,"293,947.00",-5.77,0.65,1.00
spotify:track:7ijJ5crvsnCvCLJbHpyq3j,Final Fantasy,['Drake'],14.00,"14,951,150.00",0.45,0.12,86.51,0.44,0.43,0.00,4.00,0.46,0.00,"219,960.00",-11.00,0.10,1.00
spotify:track:4qqArAiTPueDxIp7cf87h7,Final Song,['MØ'],71.00,"292,848,001.00",0.67,0.08,104.99,0.03,0.01,0.00,4.00,0.70,1.00,"235,827.00",-6.11,0.25,0.00
spotify:track:2mwnYvlLVP465u9V9wjUGj,Find Me,['Kings of Leon'],62.00,"2,577,789.00",0.95,0.16,161.59,0.06,0.00,0.85,4.00,0.40,1.00,"245,573.00",-3.97,0.61,0.00
spotify:track:63Kd1PdGiJk3RYgZAenL80,Fine By Me,['Chris Brown'],40.00,"5,568,842.00",0.70,0.07,120.00,0.05,0.14,0.00,4.00,0.71,0.00,"207,693.00",-4.83,0.67,1.00
spotify:track:5274I4mUMnYczyeXkGDWZN,Fine China,"['Future', 'Juice WRLD']",85.00,"93,872,289.00",0.54,0.13,166.11,0.32,0.05,0.00,4.00,0.66,7.00,"141,587.00",-7.36,0.55,1.00
spotify:track:2WxzLbJfPA2vJGxQiKd7Jq,"Fine Whine (feat. Joe Fox, Future & M.I.A.)","['A$AP Rocky', 'Joe Fox', 'Future', 'M.I.A.']",57.00,"2,056,144.00",0.52,0.95,113.83,0.08,0.12,0.31,4.00,0.43,1.00,"218,547.00",-10.37,0.09,1.00
spotify:track:590bUp2TKTfTS9NfiD4Nmn,Finesse,['Drake'],16.00,"24,703,760.00",0.32,0.10,94.99,0.06,0.13,0.00,4.00,0.81,0.00,"182,080.00",-8.15,0.31,0.00
spotify:track:3Vo4wInECJQuz9BIBMOu8i,Finesse (Remix) [feat. Cardi B],"['Bruno Mars', 'Cardi B']",81.00,"288,004,994.00",0.86,0.02,105.12,0.10,0.02,0.00,4.00,0.70,5.00,"217,289.00",-4.88,0.93,0.00
spotify:track:7oHkit3F3vimtsBbnZkU0G,Fire,['KIDS SEE GHOSTS'],65.00,"8,925,211.00",0.75,0.18,105.00,0.16,0.47,0.00,4.00,0.71,6.00,"140,527.00",-3.80,0.37,1.00
spotify:track:4bEGp4AapA0B3Q5PpnSq3K,Fire & Desire,['Drake'],52.00,"16,423,989.00",0.26,0.09,80.00,0.09,0.08,0.00,4.00,0.71,1.00,"238,120.00",-14.39,0.25,0.00
spotify:track:5rFj8OzffT0iggSjcBaeND,"Fire On Fire - From ""Watership Down""",['Sam Smith'],86.00,"37,659,486.00",0.41,0.18,115.12,0.05,0.48,0.00,4.00,0.58,1.00,"246,735.00",-7.36,0.34,0.00
spotify:track:4pgrbQt8VYDC7bvpjZhL8s,Fire Squad,['J. Cole'],32.00,"2,826,973.00",0.74,0.57,175.71,0.42,0.32,0.00,4.00,0.59,11.00,"288,173.00",-7.24,0.60,1.00
spotify:track:4Y7XAxTANhu3lmnLAzhWJW,Fireball (feat. John Ryan),"['Pitbull', 'John Ryan']",62.00,"89,264,410.00",0.93,0.06,122.96,0.06,0.09,0.00,4.00,0.76,10.00,"236,200.00",-5.38,0.84,1.00
spotify:track:34aYkYrY3sXhEU9O4VQgtB,Fireproof,['One Direction'],63.00,"3,000,890.00",0.86,0.12,132.93,0.03,0.00,0.00,4.00,0.68,3.00,"174,080.00",-3.28,0.92,1.00
spotify:track:2sNvitW3TxiTeC9xT9f2ZZ,Firestone (feat. Conrad Sewell),"['Kygo', 'Conrad Sewell']",26.00,"392,362,160.00",0.65,0.08,113.06,0.05,0.41,0.00,4.00,0.49,11.00,"273,684.00",-7.23,0.39,0.00
spotify:track:3Kc1TDpaMfq6DBt4Gz3Pq1,Firework,['Katy Perry'],10.00,"2,452,502.00",0.83,0.11,124.07,0.05,0.14,0.00,4.00,0.64,8.00,"227,893.00",-5.04,0.65,1.00
spotify:track:3WRIaWsws011vHMd9uzPjG,First Off (feat. Travis Scott),"['Future', 'Travis Scott']",85.00,"23,833,866.00",0.68,0.28,162.04,0.08,0.01,0.00,4.00,0.73,1.00,"228,367.00",-6.11,0.45,1.00
spotify:track:2Gl0FzuLxflY6nPifJp5Dr,First Time,"['Kygo', 'Ellie Goulding']",73.00,"212,407,968.00",0.59,0.10,90.07,0.11,0.20,0.00,4.00,0.63,0.00,"193,511.00",-7.25,0.68,0.00
spotify:track:6zlOUIqcU6juXFww9UNpJK,Five Hours,['Deorro'],5.00,"3,108,515.00",0.82,0.23,127.91,0.12,0.02,0.66,4.00,0.88,5.00,"326,888.00",-2.55,0.58,0.00
spotify:track:6YwLgicpvVuMt1eE2OldwQ,Five More Hours - Deorro x Chris Brown,"['Deorro', 'Chris Brown']",71.00,"196,912,591.00",0.88,0.82,127.96,0.22,0.03,0.00,4.00,0.70,5.00,"211,975.00",-3.23,0.50,0.00
spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,Fix You,['Coldplay'],79.00,"13,983,693.00",0.42,0.11,138.27,0.03,0.16,0.00,4.00,0.21,3.00,"295,533.00",-8.74,0.12,1.00
spotify:track:33IOhptvC2Qoy2UhjiHXLV,Flames,"['David Guetta', 'Sia']",81.00,"284,813,892.00",0.73,0.09,93.96,0.04,0.07,0.00,4.00,0.61,5.00,"195,000.00",-4.35,0.36,0.00
spotify:track:6qC8Jj1XOxknPm8N7EbzKX,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",['Jessie J'],17.00,"68,056,919.00",0.62,0.11,147.64,0.05,0.32,0.00,4.00,0.46,5.00,"208,666.00",-7.11,0.42,1.00
spotify:track:7I2amOVnwKIZj0tXz6Lz3E,Flawless Remix,"['Beyoncé', 'Nicki Minaj']",31.00,"989,460.00",0.66,0.58,136.83,0.23,0.25,0.00,4.00,0.65,8.00,"234,667.00",-7.31,0.42,1.00
spotify:track:2LLFl56eIFGFlnrplUC26f,"Flex (Ooh, Ooh, Ooh)",['Rich Homie Quan'],61.00,"67,364,328.00",0.62,0.34,82.00,0.04,0.04,0.00,4.00,0.73,2.00,"176,675.00",-7.53,0.89,1.00
spotify:track:2c8sgbZoEanC3QyFNZxUcA,Flexicution,['Logic'],68.00,"7,570,378.00",0.70,0.11,159.95,0.07,0.06,0.00,4.00,0.77,0.00,"218,947.00",-6.61,0.69,0.00
spotify:track:1rlIrbWboTRGeKfHhgbJRZ,FLIP THE SWITCH (feat. Drake),"['Quavo', 'Drake']",76.00,"7,013,195.00",0.64,0.27,86.05,0.33,0.13,0.00,4.00,0.85,3.00,"156,195.00",-5.92,0.50,0.00
spotify:track:6r7ULK6c5CLVvImjTIztl1,Floor 555,['XXXTENTACION'],68.00,"5,368,121.00",0.69,0.37,105.22,0.05,0.00,0.00,4.00,0.70,9.00,"93,447.00",-8.15,0.35,0.00
spotify:track:08N1v3HwtbhYzYRUhnsvJh,Fly Away,['5 Seconds of Summer'],0.00,"1,829,676.00",0.89,0.14,92.86,0.05,0.00,0.00,4.00,0.42,2.00,"212,555.00",-3.12,0.55,1.00
spotify:track:34kRg5EbCB3r20QXZbnGeY,FML,['Kanye West'],0.00,"15,541,491.00",0.42,0.21,125.29,0.09,0.34,0.00,4.00,0.66,5.00,"236,120.00",-7.16,0.15,1.00
spotify:track:3IyeQMpMEqNcEvFQGJ2eps,Focus,['Ariana Grande'],8.00,"141,942,832.00",0.88,0.42,99.88,0.35,0.25,0.00,4.00,0.61,1.00,"211,360.00",-6.03,0.82,1.00
spotify:track:77IAeEz8LEchPN8UNjaTJ2,Foldin Clothes,['J. Cole'],62.00,"13,233,204.00",0.50,0.08,162.04,0.31,0.22,0.00,4.00,0.71,7.00,"316,920.00",-10.05,0.60,0.00
spotify:track:6lFUdRItQEsEuD7dSINL47,Follow You,['Bring Me The Horizon'],66.00,"1,480,071.00",0.66,0.13,90.01,0.04,0.08,0.00,4.00,0.54,3.00,"231,107.00",-5.53,0.51,0.00
spotify:track:6lvsJDZ7336YmpBzcNGhbe,fOoL fOr YoU,['ZAYN'],69.00,"2,606,339.00",0.51,0.10,77.90,0.03,0.28,0.00,4.00,0.52,7.00,"202,213.00",-7.21,0.17,1.00
spotify:track:0L5gFNrzHyh4OhMwEz6DGS,Fool's Gold,['One Direction'],62.00,"2,818,407.00",0.77,0.09,128.00,0.05,0.23,0.00,4.00,0.52,6.00,"210,893.00",-4.85,0.38,1.00
spotify:track:3EikYy40GMSp8l5mDV6IQo,Foot Fungus,['Ski Mask The Slump God'],79.00,"6,357,139.00",0.62,0.10,88.95,0.12,0.26,0.00,4.00,0.88,1.00,"129,547.00",-9.66,0.75,1.00
spotify:track:3c3XJ9P1BjOtmNXKvdVyHK,For A Better Day,['Avicii'],17.00,"70,900,166.00",0.84,0.14,134.99,0.03,0.05,0.14,4.00,0.63,2.00,"206,067.00",-3.39,0.32,0.00
spotify:track:5TqBAOIBe0bQA0spNdcG3k,For Free,"['DJ Khaled', 'Drake']",53.00,"77,173,993.00",0.57,0.15,103.52,0.20,0.02,0.00,4.00,0.92,10.00,"183,695.00",-8.24,0.50,0.00
spotify:track:75izAeHlGuOgA865CFDyIv,For Free? - Interlude,['Kendrick Lamar'],55.00,"3,026,155.00",0.90,0.37,129.31,0.20,0.59,0.00,1.00,0.53,8.00,"130,893.00",-4.71,0.75,1.00
spotify:track:3tcoEYOZUHKB3RKNByIN13,For Real,['Lil Uzi Vert'],60.00,"3,996,651.00",0.67,0.29,132.07,0.46,0.16,0.00,4.00,0.90,4.00,"177,048.00",-7.48,0.62,1.00
