Pos,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
607.0,Band Aid - Do They Know It's Christmas? - 1984 Version||../track/0247StOpd3AkeBQzANX4Zf.html,17.0,,12.0,,"20,989,282","129,209,597"
608.0,G-Eazy - Good Life||../track/1Eck97uRMlprKOOJN9oO1E.html,17.0,,25.0,,"12,786,896","128,556,553"
609.0,Sam Smith - Money On My Mind||../track/6vgdsUtEcdRJtXbr1w9RT1.html,52.0,,13.0,,"4,103,335","128,529,242"
610.0,Mark Ronson - Nothing Breaks Like a Heart||../track/27rdGxbavYJeBphck5MZAF.html,10.0,,22.0,,"13,877,896","128,508,445"
611.0,Nevada - The Mack||../track/7aV2mflaASUmGhCErm7kBO.html,20.0,,32.0,,"8,814,434","128,422,588"
612.0,Petit Biscuit - Sunset Lover||../track/0hNduWmlWmEmuwEFcYvRu1.html,25.0,,53.0,,"7,245,899","127,926,039"
613.0,Karol G - Culpables||../track/6q8Lb50EtqNeeJXXe8mMAH.html,21.0,,89.0,,"6,823,544","127,621,687"
614.0,Niall Horan - Too Much To Ask||../track/4v094LQ9eF10k2O2Te2ngK.html,18.0,,37.0,,"11,073,444","127,598,111"
615.0,Calvin Harris - Rollin||../track/0lMbuWUpfTWhEmOKxppEau.html,17.0,,38.0,,"11,604,438","127,584,680"
616.0,Sebastian Yatra - Por Perro||../track/2alIsNw1mqEShbWyO1HXZZ.html,22.0,,84.0,,"6,707,725","127,370,734"
617.0,Álvaro Soler - La Cintura||../track/19MBk3PbNFE36wqIqkMq9H.html,18.0,,42.0,,"10,848,362","127,107,786"
618.0,Fall Out Boy - Centuries||../track/3r0NMcEl7lxAHkSlDk8b7U.html,53.0,,21.0,,"5,282,344","126,934,681"
619.0,Lorde - Team||../track/5KcYtdjhsQrNNMjJOSAUEz.html,57.0,,14.0,,"3,798,882","126,720,090"
620.0,Lord Huron - The Night We Met||../track/6mORGLOz79w6VsCRLWYYuK.html,27.0,,55.0,,"8,362,185","126,510,049"
621.0,Ruth B. - Lost Boy||../track/4h0zU3O9R5xzuTmNO7dNDU.html,43.0,,79.0,,"3,787,147","126,471,242"
622.0,The Weeknd - In The Night||../track/7fPHfBCyKE3aVCBjE4DAvl.html,28.0,,28.0,,"7,386,246","125,286,757"
623.0,DJ Snake - Turn Down for What||../track/67awxiNHNyjMXhVgsHuIrs.html,59.0,,14.0,,"4,322,985","124,742,389"
624.0,Luis Fonsi - Imposible||../track/3ao3OVxHlb3C08vAaApUlm.html,16.0,,59.0,,"8,466,082","124,099,585"
625.0,Daddy Yankee - Vuelve||../track/0lJCqIx5BhZtf6QtYI2fbv.html,23.0,,71.0,,"6,653,418","123,879,341"
626.0,Ozuna - Unica||../track/6752EZMgXswvRBH3N2PilO.html,21.0,,63.0,,"7,754,505","123,578,496"
627.0,Meghan Trainor - Lips Are Movin||../track/6gj08XDlv9Duc2fPOxUmVD.html,34.0,1,9.0,,"7,073,920","123,100,945"
628.0,Future - Selfish||../track/2Ce5IyMlVRVvN997ZJjJJA.html,18.0,,45.0,,"9,935,891","122,944,542"
629.0,David Guetta - Say My Name||../track/0YammaEkYSeo9vQYZ1OwS6.html,20.0,,68.0,,"7,603,228","122,678,757"
630.0,CNCO - Reggaetón Lento (Remix)||../track/3zoYkqS4y2BsGVShPL2nTE.html,20.0,,56.0,,"7,716,858","121,993,437"
631.0,Bruno Mars - Versace On The Floor||../track/0kN8xEmgMW9mh7UmDYHlJP.html,30.0,,80.0,,"5,137,524","121,744,296"
632.0,Tiësto - Wasted||../track/7m3povhdMDLZwuEKak0l0n.html,44.0,6,7.0,,"5,984,920","121,736,213"
633.0,David Guetta - Lovers on the Sun||../track/5wQeCrJTJxGZnILnyCBHjI.html,40.0,,13.0,,"5,798,766","121,682,700"
634.0,XXXTENTACION - Hope||../track/2ZRo7axmMPeSVUvDbGkJah.html,23.0,,42.0,,"10,147,938","121,498,327"
635.0,Taylor Swift - Delicate||../track/6NFyWDv5CjfwuzoCkw47Xf.html,18.0,,26.0,,"12,788,750","121,403,504"
636.0,"Daya - Sit Still, Look Pretty||../track/1sSNWjLtY4GwyhqAwAnPD9.html",36.0,,74.0,,"4,595,306","121,398,109"
637.0,Anuel Aa - Quiere Beber||../track/3rPAD722s5FFNnwjC91t7Z.html,17.0,,45.0,,"9,739,397","121,332,715"
638.0,Kanye West - All Mine||../track/3qnoOm4fwZPBS116f5hpgF.html,11.0,2,3.0,(x1),"27,716,117","121,282,862"
639.0,Wisin - Vacaciones||../track/3dQDid3IUNhZy1OehIfYfE.html,31.0,,79.0,,"5,214,524","120,790,549"
640.0,Kesha - Praying||../track/0jdny0dhgjUwoIp5GkqEaA.html,20.0,,37.0,,"9,957,610","120,718,178"
641.0,Jason Derulo - If It Ain't Love||../track/5YHR8wBR5jXfGtP766NiAT.html,20.0,,38.0,,"8,780,099","120,571,011"
642.0,The Weeknd - Often||../track/5SqSckut3FcoQKmGkMWgp1.html,62.0,,41.0,,"5,054,030","120,070,975"
643.0,Sebastian Yatra - SUTRA||../track/5TmZYdHW6HJ9gt7Aokuql5.html,24.0,,96.0,,"6,224,427","119,635,665"
644.0,Jason Derulo - Trumpets||../track/6jizk5lOUnfpaZXYMdfeC6.html,60.0,,26.0,,"3,583,542","119,271,329"
645.0,Queen - Another One Bites The Dust - Remastered 2011||../track/5vdp5UmvTsnMEMESIF2Ym7.html,15.0,,36.0,,"11,262,150","119,008,110"
646.0,Bobby Helms - Jingle Bell Rock||../track/7vQbuQcyTflfCIOu3Uzzya.html,17.0,1,8.0,,"22,414,165","118,830,870"
647.0,Jax Jones - Breathe||../track/6tvQzeCPwOytDlBYCIOY0n.html,20.0,,48.0,,"9,283,638","117,899,105"
648.0,Miguel - Sky Walker||../track/5WoaF1B5XIEnWfmb5NZikf.html,21.0,,69.0,,"7,143,348","117,642,137"
649.0,Calum Scott - Dancing On My Own||../track/02WacdrRpm4zlP8H7X6bnQ.html,32.0,,70.0,,"4,798,016","116,897,730"
650.0,MKTO - Classic||../track/6FE2iI43OZnszFLuLtvvmg.html,50.0,,14.0,,"4,790,578","116,781,668"
651.0,Young Thug - pick up the phone||../track/20dP2DaMHIAmwWAbp7peSr.html,34.0,,87.0,,"4,277,147","116,352,106"
652.0,Nicki Minaj - Bed||../track/1ZEm9cJC05rawV2tptNfTS.html,12.0,,22.0,,"14,917,808","116,241,025"
653.0,Big Sean - I Don't Fuck With You||../track/7p54iuWHqvdeN224OglZ9t.html,51.0,,34.0,,"3,981,169","116,037,513"
654.0,Avicii - The Days||../track/4th1RQAelzqgY7wL53UGQt.html,35.0,5,4.0,,"7,862,217","115,777,670"
655.0,Liam Payne - Familiar||../track/0Y4hwUppbGc8aIBmiTz30A.html,18.0,,57.0,,"10,135,185","115,586,518"
656.0,Kygo - Happy Now||../track/14sOS5L36385FJ3OL8hew4.html,15.0,,37.0,,"10,974,050","115,415,923"
657.0,Cardi B - Money||../track/2GGMabyHXnJmjY6CXhhB2e.html,15.0,,46.0,,"9,714,415","115,398,101"
658.0,Nicky Jam - Si Tú La Ves||../track/4yN6xPLopmTLvc27pO9LIE.html,30.0,,117.0,,"4,306,871","114,894,480"
659.0,Brytiago - Asesina||../track/6rbhaJsE4uLzpPf8WYSHDK.html,18.0,,73.0,,"7,188,038","114,816,809"
660.0,Miley Cyrus - Wrecking Ball||../track/6oDPg7fXW3Ug3KmbafrXzA.html,44.0,16,1.0,(x5),"6,033,827","114,320,139"
661.0,OMI - Hula Hoop||../track/0wsXdby1T3PWLauIkGUZzg.html,28.0,,26.0,,"6,732,598","113,968,894"
662.0,OneRepublic - Rich Love||../track/7aF09WaavZAmAWuUeYxlYD.html,18.0,,49.0,,"9,304,763","113,527,123"
663.0,Tory Lanez - LUV||../track/16Ah4QqH4mgYVXqfC4mdSd.html,22.0,,40.0,,"8,807,940","113,130,035"
664.0,Tinie Tempah - Girls Like||../track/0rHVd8h0cFwgLgPFem6S60.html,27.0,,53.0,,"5,740,481","113,048,547"
665.0,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!||../track/7inXu0Eaeg02VsM8kHNvzM.html,22.0,,23.0,,"16,200,996","112,729,546"
666.0,Lady Gaga - Always Remember Us This Way||../track/2rbDhOo9Fh61Bbu23T2qCk.html,16.0,,35.0,,"10,609,476","112,450,640"
667.0,Maroon 5 - Wait||../track/1Qg9jWGDkKAGZXj5v2OG59.html,21.0,,67.0,,"7,246,334","112,003,633"
668.0,Drake - Back To Back||../track/5lFDtgWsjRJu8fPOAyJIAK.html,41.0,,55.0,,"3,888,413","111,877,007"
669.0,SZA - Love Galore||../track/0q75NwOoFiARAVp4EXU4Bs.html,23.0,,73.0,,"6,402,678","111,770,526"
670.0,Snakehips - Don't Leave||../track/0Zx8khUcEfCFK2AEoIhC92.html,17.0,,40.0,,"9,379,581","111,727,169"
671.0,Chris Brown - Ayo||../track/0k6DnZMLoEUH8NGD5zh2SE.html,41.0,,23.0,,"6,012,390","111,309,831"
672.0,Fetty Wap - Again||../track/3ESSGgWzRf1xvP7G5hHMhB.html,34.0,,43.0,,"5,040,302","111,166,378"
673.0,One Direction - History||../track/0HMjXBAZmSYOTTi33WpMso.html,34.0,,29.0,,"7,159,428","111,125,951"
674.0,Daddy Yankee - Adictiva||../track/6MJUCumnQsQEKbCy28tbCP.html,13.0,,37.0,,"10,882,484","110,259,620"
675.0,Hailee Steinfeld - Capital Letters||../track/3towKHKVOXCCcL1fHv6xFO.html,14.0,,34.0,,"11,580,726","109,875,183"
676.0,"Sia - Thunderclouds with Sia, Diplo & Labrinth||../track/5a8RPWgKSmcGBGcffmIrUi.html",12.0,,34.0,,"12,055,103","109,779,144"
677.0,Drake - Gyalchester||../track/6UjfByV1lDLW0SOVQA4NAi.html,17.0,,25.0,,"14,823,651","109,393,222"
678.0,Chris Brown - Questions||../track/5XQMr19TL7Mfksq9zihbOu.html,17.0,,56.0,,"7,682,316","108,971,155"
679.0,J Balvin - Bobo||../track/7AtlMCIauSQZqiXSlbBPW6.html,31.0,,72.0,,"4,385,391","108,699,305"
680.0,Ella Henderson - Ghost||../track/4XPWKmy05Rcff6TLHNoNF8.html,36.0,,23.0,,"4,637,141","107,718,733"
681.0,ZAYN - Still Got Time||../track/000xQL6tZNLJzIrtIgxqSl.html,17.0,,46.0,,"9,993,322","107,373,959"
682.0,Natalie La Rose - Somebody||../track/0pn6qyOJYNwP9nhGg3L7dV.html,30.0,,30.0,,"5,831,086","107,267,766"
683.0,Zay Hilfigerrr - Juju On That Beat (TZ Anthem)||../track/1lItf5ZXJc1by9SbPeljFd.html,17.0,,28.0,,"9,428,231","107,164,431"
684.0,Thalía - No Me Acuerdo||../track/00EPIEnX1JFjff8sC6bccd.html,18.0,,66.0,,"7,460,620","106,993,167"
685.0,Queen - Don't Stop Me Now - Remastered||../track/5T8EDUDqKcs6OSOwEsfqG7.html,15.0,,51.0,,"9,119,911","106,869,323"
686.0,Rachel Platten - Fight Song||../track/6bRbeEgg8v8BQ0HuVuPE7v.html,37.0,,38.0,,"5,371,926","106,317,603"
687.0,Mau y Ricky - Desconocidos||../track/0s5DNDV6LAKn2u2Ufa3VjQ.html,13.0,,34.0,,"11,733,956","105,827,704"
688.0,Kendrick Lamar - ELEMENT.||../track/1EaKU4dMbesXXd3BrLCtYG.html,16.0,1,10.0,,"21,832,141","105,356,912"
689.0,Lenny Tavárez - Toda - Remix||../track/7nD2JPaxIKUdxd2UWgnaGL.html,20.0,,103.0,,"6,027,173","105,208,507"
690.0,Drake - Sneakin’||../track/4ckuS4Nj4FZ7i3Def3Br8W.html,22.0,,43.0,,"8,062,614","104,875,536"
691.0,John Lennon - Happy Xmas (War Is Over) - 2010 Digital Remaster||../track/3zJw3rugfpVrmBeDDnUYzy.html,16.0,,13.0,,"20,033,859","104,758,676"
692.0,David Guetta - Don't Leave Me Alone||../track/2zy9TMoZlYGuCNY4TLqG24.html,15.0,,42.0,,"10,332,824","104,744,850"
693.0,Ozuna - Tú Foto||../track/5zSOVwaY3sVjnmLhuEfsuf.html,20.0,,73.0,,"6,466,640","103,781,272"
694.0,DJ Snake - You Know You Like It||../track/1sNSG13fsK6KPKKNIQXXrh.html,35.0,,22.0,,"6,651,427","103,739,242"
695.0,One Direction - Steal My Girl||../track/3QEdkjBmbgwTnfvuZL9U97.html,26.0,2,9.0,,"7,108,569","103,320,466"
696.0,Drake - Energy||../track/79XrkTOfV1AqySNjVlygpW.html,49.0,,22.0,,"5,202,432","103,068,835"
697.0,Diplo - Be Right There||../track/71EnloViXmSKrQkrkaYFxF.html,32.0,,58.0,,"4,000,881","102,677,529"
698.0,Billie Eilish - idontwannabeyouanymore||../track/41zXlQxzTi6cGAjpOXyLYH.html,16.0,,67.0,,"7,849,228","102,535,106"
699.0,Travis Scott - Antidote||../track/1wHZx0LgzFHyeIZkUydNXq.html,36.0,,52.0,,"4,396,483","102,513,126"
700.0,Joey Montana - Picky||../track/0ZogPPD0uFaPXVhlZJOtSK.html,35.0,,73.0,,"3,548,551","102,503,275"
701.0,ZAYN - LIKE I WOULD||../track/1zWMf9bVyhY5W3ZORbjNWt.html,17.0,,25.0,,"10,057,359","102,190,889"
702.0,Jess Glynne - Hold My Hand||../track/1i1rNVtxbE7rdFfpHuNq2j.html,33.0,,30.0,,"6,004,857","102,065,841"
703.0,Kodak Black - Codeine Dreaming||../track/4DTpngLjoHj5gFxEZFeD3J.html,18.0,,50.0,,"8,413,714","101,903,182"
704.0,Dawin - Dessert||../track/1tYt8PbpbeTuqsNmprAZYY.html,34.0,,56.0,,"4,069,007","100,784,104"
705.0,Astrid S - Hurts So Good||../track/60lwJa695S26FsYbhCVFVa.html,28.0,,76.0,,"4,577,312","100,642,692"
706.0,Jason Derulo - Goodbye||../track/5Xn4IyTtW6FUGIUyWjbUHG.html,14.0,,45.0,,"9,914,855","100,485,345"
707.0,Post Malone - Spoil My Night||../track/5VuxWXbt7XENQCtE9TzpTv.html,11.0,1,9.0,,"25,175,356","100,446,929"
708.0,Kanye West - Father Stretch My Hands Pt. 1||../track/6QO46cJfmFvvCKUgauKOKS.html,31.0,,33.0,,"8,503,618","99,997,626"
709.0,Camila Cabello - Havana - Remix||../track/3whrwq4DtvucphBPUogRuJ.html,16.0,,50.0,,"8,348,340","99,942,863"
710.0,6ix9ine - KIKA||../track/6Gy7rXB6Ku5vIWC7WGWsl3.html,11.0,,12.0,,"17,735,352","99,489,488"
711.0,Elle King - Ex's & Oh's||../track/70eDxAyAraNTiD6lx2ZEnH.html,34.0,,56.0,,"3,845,103","99,254,269"
712.0,Yandel - Explícale||../track/1LszjjoVwDDZcWUQbzeDLG.html,22.0,,101.0,,"5,125,876","99,033,405"
713.0,Post Malone - Stay||../track/4H7WNRErSbONkM06blBoGc.html,11.0,,11.0,,"23,585,361","98,985,894"
714.0,James Arthur - Naked||../track/7krbSH3rd8lhIZvuzTV3Bl.html,18.0,,86.0,,"6,399,541","98,819,364"
715.0,Juice WRLD - Armed And Dangerous||../track/5wujBwqG7INdStqGd4tRMX.html,13.0,,34.0,,"11,478,075","98,744,420"
716.0,Ed Sheeran - Tenerife Sea||../track/1HbcclMpw0q2WDWpdGCKdS.html,60.0,,94.0,,"3,235,261","98,613,738"
717.0,Wolfine - Bella - Remix||../track/0SaYeGhSXN0dDWstyNTQ56.html,18.0,,81.0,,"6,391,246","98,540,698"
718.0,Queen - Under Pressure - Remastered 2011||../track/2fuCquhmrzHpu5xcA1ci9x.html,16.0,,55.0,,"8,823,104","97,973,684"
719.0,Kris Kross Amsterdam - Whenever||../track/3DGar7krWlmrXRFHBcQF6z.html,15.0,,47.0,,"10,007,070","97,962,201"
720.0,The Chainsmokers - Somebody||../track/3pWcj8hxj3fsb9TDAcMpEl.html,15.0,,58.0,,"7,978,667","97,856,504"
721.0,Ozuna - Tu Foto||../track/0Szp49tpFasIjX04Mcsydp.html,17.0,,72.0,,"6,267,272","97,515,450"
722.0,Blackbear - do re mi||../track/3Q3myFA7q4Op95DOpHplaY.html,23.0,,77.0,,"6,560,095","97,386,258"
723.0,Kiesza - Hideaway||../track/7jjoaCQZ9QwpCF6aibDuCV.html,41.0,,28.0,,"3,944,528","97,212,272"
724.0,Ed Sheeran - What Do I Know?||../track/2pJZ1v8HezrAoZ0Fhzby92.html,14.0,,14.0,,"20,428,343","96,973,016"
725.0,Luke Christopher - Lot to Learn||../track/3TRFq09DUgYj1mug6RRqJW.html,20.0,,60.0,,"6,341,248","96,688,144"
726.0,Beyoncé - Drunk in Love||../track/5EmCpD8tUj78VW3kgaEjME.html,48.0,,11.0,,"4,070,089","96,556,083"
727.0,Drake - Know Yourself||../track/5InOp6q2vvx0fShv3bzFLZ.html,44.0,,28.0,,"4,613,145","96,483,912"
728.0,Don Omar - Te Quiero Pa´Mi||../track/3BY2mafsbsoKGqS380Xnuz.html,27.0,,140.0,,"3,962,918","96,399,513"
729.0,Kungs - This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners||../track/0tICYNayWWhH9GPeFrfjfD.html,26.0,,90.0,,"4,421,273","96,311,281"
730.0,Jeremih - oui||../track/0PJIbOdMs3bd5AT8liULMQ.html,30.0,,65.0,,"4,380,356","96,205,176"
731.0,DJ Luian - Bubalu||../track/7dNwJbsT0sg1le5kVugGJb.html,13.0,,71.0,,"7,779,098","96,165,438"
732.0,Billie Eilish - ocean eyes||../track/2uIX8YMNjGMD7441kqyyNU.html,19.0,,108.0,,"6,051,881","95,851,379"
733.0,Eminem - Venom - Music From The Motion Picture||../track/2SL6oP2YAEQbqsrkOzRGO4.html,13.0,,34.0,,"13,202,544","95,735,266"
734.0,Fifth Harmony - Down||../track/7LEydI5NfjY6mZfKwYIptZ.html,15.0,,52.0,,"8,522,249","95,651,595"
735.0,"Lil Baby - Never Recover (Lil Baby & Gunna, Drake)||../track/6wWaVoUOzLQJHd3bWAUpdZ.html",14.0,,27.0,,"12,999,466","95,283,224"
736.0,Juice WRLD - Lean Wit Me||../track/29tc0GbW0pTSBZSCZF3NWk.html,17.0,,84.0,,"6,499,845","95,215,800"
737.0,The Lumineers - Ophelia||../track/7bTwYGhBdSQ8vuXc76Xint.html,39.0,,81.0,,"3,705,255","95,038,648"
738.0,Daddy Yankee - Shaky Shaky||../track/58IL315gMSTD37DOZPJ2hf.html,29.0,,80.0,,"4,397,105","94,564,140"
739.0,Gente De Zona - La Gozadera||../track/3ip2477VESffCtFkPFT0ov.html,47.0,,88.0,,"2,541,185","94,485,801"
740.0,Matoma - Running Out||../track/2H8LPaY3NSjmOFMH2Rygnz.html,29.0,,62.0,,"3,885,945","94,404,825"
741.0,Ariana Grande - imagine||../track/0todbbT9g5uQGbeFCiBf2F.html,8.0,1,8.0,,"20,187,834","94,336,059"
742.0,Drake - Mob Ties||../track/7rC5Pl8rQSX4myONQHYPBK.html,11.0,,11.0,,"25,933,856","94,167,463"
743.0,Ayo & Teo - Rolex||../track/0pSBuHjILhNEo55xK1zrRt.html,23.0,,99.0,,"5,150,802","94,084,741"
744.0,J. Cole - KOD||../track/7yotKA30dwTKNEGomV9ZsI.html,10.0,1,6.0,,"25,826,342","94,012,159"
745.0,Future - Fine China||../track/5274I4mUMnYczyeXkGDWZN.html,14.0,,21.0,,"14,436,312","93,872,289"
746.0,2 Chainz - It's A Vibe||../track/6H0AwSQ20mo62jGlPGB8S6.html,22.0,,106.0,,"4,998,859","93,669,512"
747.0,King Princess - 1950||../track/0CZ8lquoTX2Dkg7Ak2inwA.html,15.0,,61.0,,"8,088,141","93,339,639"
748.0,The Script - Superheroes||../track/5ml7wqgv2ZZ5JJ6U8ZLon9.html,30.0,,13.0,,"5,843,081","93,167,398"
749.0,Ozuna - El Farsante||../track/5EId1m4DNwTf3at31w8bPJ.html,21.0,,105.0,,"4,972,480","93,009,447"
750.0,DNCE - Toothbrush||../track/38510fWvtOkrFjg2EDkJtT.html,21.0,,55.0,,"6,096,845","92,982,324"
751.0,Ozuna - Dile Que Tu Me Quieres||../track/7eWjKYlhZyM8kPz6JJ35aN.html,26.0,,94.0,,"4,792,536","92,970,831"
752.0,DJ Snake - A Different Way||../track/0Wv5wuenRLI3BcwgT3HPIP.html,17.0,,66.0,,"7,201,200","92,851,548"
753.0,Lady Gaga - Million Reasons||../track/50PWlIBU7PlGGwzgN8TiFJ.html,27.0,,79.0,,"5,446,634","92,282,800"
754.0,Kygo - Raging||../track/2Vhd5uZB4brKHmM0MNxkZo.html,21.0,,43.0,,"7,300,654","92,162,832"
755.0,PARTYNEXTDOOR - Come and See Me||../track/1wZqJM5FGDEl3FjHDxDyQd.html,35.0,,95.0,,"3,214,687","91,777,120"
756.0,Eminem - The Ringer||../track/2jt2WxXMCD4zjACthkJQVE.html,8.0,1,3.0,(x1),"30,918,553","91,694,733"
757.0,Kevin Gates - 2 Phones||../track/0wdKiSBUT7aZkXUIdJWcwC.html,29.0,,59.0,,"4,800,818","91,594,498"
758.0,Julia Michaels - Heaven||../track/4QfNOZN7vrQCQKK1ZJ3XPb.html,12.0,,34.0,,"11,159,967","91,399,040"
759.0,Queen - Somebody To Love - Remastered 2011||../track/6cFZ4PLC19taNlpl9pbGMf.html,14.0,,50.0,,"9,260,667","91,128,749"
760.0,J Balvin - Machika||../track/6MNGxu8MprKGkchUchkJsy.html,14.0,,63.0,,"7,958,019","90,885,626"
761.0,Ozuna - Ibiza||../track/1h9P5WJwyvK8OB7O2YiXgp.html,18.0,,98.0,,"6,097,459","90,787,617"
762.0,Lil Skies - Nowadays||../track/2u7mxWSeoqTXndK5e08jMp.html,17.0,,87.0,,"6,232,846","90,586,487"
763.0,Demi Lovato - Body Say||../track/7xrA11O07xo57Bbg6p4hck.html,19.0,,59.0,,"5,510,873","90,084,120"
764.0,Halsey - New Americana||../track/6Xs7OKt6i0Ddq8B4M5Dgvr.html,31.0,,61.0,,"3,499,359","90,038,162"
765.0,Macklemore - Good Old Days||../track/2Za1AlJNvksouPPWbXpR2X.html,15.0,,56.0,,"7,544,458","89,764,609"
766.0,Sam Smith - Like I Can||../track/2DnBQKrh8aodN4dBSdXAUh.html,39.0,,22.0,,"5,174,180","89,712,581"
767.0,Chris Rea - Driving Home For Christmas||../track/3Z3QhZAZpqwZa1phsbQ3JZ.html,14.0,,21.0,,"16,575,452","89,408,625"
768.0,Tyga - SWISH||../track/55GiOwtxNajXVbpjjIzMnD.html,14.0,,51.0,,"8,459,417","89,386,597"
769.0,Pitbull - Fireball||../track/4Y7XAxTANhu3lmnLAzhWJW.html,42.0,,26.0,,"4,503,000","89,264,410"
770.0,Robin Thicke - Blurred Lines||../track/6oZDct1pcrRPMnNvP0OXea.html,59.0,1,8.0,,"3,382,254","89,153,778"
771.0,Alan Walker - Sing Me to Sleep||../track/6UcTHiP25meOD9ox8Rspgx.html,21.0,,55.0,,"5,375,539","89,074,497"
772.0,XXXTENTACION - whoa (mind in awe)||../track/7pdF27mSDuPWhppnHAmWHa.html,9.0,1,10.0,,"18,505,893","89,032,324"
773.0,Kygo - Here for You||../track/7vqUr6K2Js9Paq4kdNSOm6.html,29.0,,42.0,,"5,212,658","88,762,576"
774.0,Noah Cyrus - Make Me (Cry)||../track/2BrzlUj1u1CtvaJDGIKpsP.html,17.0,,54.0,,"6,663,105","88,375,386"
775.0,Lil Pump - Esskeetit||../track/44KKhCyI0BGS6LvVyDqJtH.html,15.0,,51.0,,"9,987,084","88,119,058"
776.0,Lil Uzi Vert - You Was Right||../track/2ANLarE8yHVsLWW21nj79M.html,32.0,,119.0,,"3,906,269","87,935,965"
777.0,Sam Smith - Dancing With A Stranger||../track/6Qs4SXO9dwPj5GKvVOv8Ki.html,4.0,4,7.0,,"23,144,963","87,847,001"
778.0,Ed Sheeran - New Man||../track/5HDPtsnyb3maFmPL8LLUTG.html,11.0,,12.0,,"21,746,337","87,573,517"
779.0,Imany - Don't Be So Shy - Filatov & Karas Remix||../track/00vk0sEfb6mr2ehwSw0Uhn.html,23.0,,73.0,,"4,818,973","87,180,720"
780.0,Anuel Aa - Hipócrita||../track/6XBjCetHKdO5L9cwMDVffw.html,18.0,,112.0,,"5,406,598","86,807,925"
781.0,Sebastian Yatra - Alguien Robo||../track/5i50gKdLAjjIr7UxRT5IVy.html,23.0,,138.0,,"4,006,711","86,804,780"
782.0,Galantis - Love On Me||../track/2MHCiOohBZEQuLgDTPvSzF.html,21.0,,62.0,,"5,348,911","86,536,413"
783.0,Yo Gotti - Rake It Up||../track/6c7D34787LOtPm8tzhsLgH.html,18.0,,78.0,,"6,159,502","86,186,200"
784.0,Ozuna - El Farsante - Remix||../track/7uYgVgRSgqluZclLS7wpp4.html,18.0,,102.0,,"5,698,509","86,162,174"
785.0,Michael Bublé - Holly Jolly Christmas||../track/6tjituizSxwSmBB5vtgHZE.html,19.0,,32.0,,"13,826,064","86,122,703"
786.0,Adam Lambert - Ghost Town||../track/44aN5xKL3kGHvQ5bXVk6B8.html,29.0,,40.0,,"5,288,899","86,112,191"
787.0,Manuel Turizo - Esperándote||../track/1nfyE13arjOuO54HH0zmqj.html,17.0,,107.0,,"5,615,491","86,049,012"
788.0,Lukas Graham - Mama Said||../track/5ArQzSBevAdXTxRY6Ulhbq.html,29.0,,67.0,,"5,123,380","86,005,865"
789.0,Post Malone - Rich & Sad||../track/2VdT56BGpdqNHUgOe1j5vc.html,9.0,1,10.0,,"24,285,634","85,733,606"
790.0,Jess Glynne - I'll Be There||../track/083Qf6hn6sFL6xiOHlZUyn.html,15.0,,66.0,,"7,730,507","84,912,372"
791.0,The Chainsmokers - The One||../track/0wfbD5rAksdXUzRvMfM3x5.html,11.0,,18.0,,"15,319,986","84,866,290"
792.0,Jesse & Joy - 3 A.M.||../track/0yyZN5ASdrYu0XYWFzfxUu.html,19.0,,112.0,,"4,947,019","84,802,190"
793.0,Demi Lovato - Tell Me You Love Me||../track/5Htb1uFQ1KrkFXlefS8oGj.html,16.0,,70.0,,"7,115,801","84,724,683"
794.0,OneRepublic - No Vacancy||../track/6XOYVSmNDjKUNMXooU4s4z.html,17.0,,64.0,,"7,320,739","84,687,758"
795.0,Alan Walker - Darkside||../track/1snWlbcbgQpJfknoI30DWG.html,14.0,,67.0,,"7,198,936","84,503,083"
796.0,American Authors - Best Day Of My Life||../track/5k31cAfP8yymw8v0AYQIjr.html,45.0,,25.0,,"3,370,360","84,424,318"
797.0,Billie Eilish - lovely - Bonus Track||../track/1NJcg626wLln4pGHpiV7mf.html,9.0,,43.0,,"10,759,849","84,378,942"
798.0,Zedd - I Want You To Know||../track/19RevBdb9MKUaBIvxSbGd4.html,24.0,,18.0,,"5,865,670","84,313,695"
799.0,Fetty Wap - My Way||../track/1WoOzgvz6CgH4pX6a1RKGp.html,31.0,,47.0,,"4,196,102","84,267,431"
800.0,J. Cole - Deja Vu||../track/6I6NX6tjGsxFAsIfGzY9lJ.html,13.0,1,7.0,,"18,608,818","83,893,717"
801.0,Selena Gomez - The Heart Wants What It Wants||../track/7pJgjBf82BrUQ3z7HdQvW1.html,24.0,,16.0,,"5,513,005","83,778,275"
802.0,José Feliciano - Feliz Navidad||../track/7taXf5odg9xCAZERYfyOkS.html,15.0,,27.0,,"14,719,120","83,771,104"
803.0,Madcon - Don't Worry||../track/63CSozvYUEudPp12679UVF.html,35.0,,54.0,,"3,385,939","83,351,197"
804.0,YG - BIG BANK||../track/0ZNrc4kNeQYD9koZ3KvCsy.html,15.0,,81.0,,"7,232,158","83,326,373"
805.0,Cashmere Cat - Trust Nobody||../track/2RlcBZiskvuupu6pG8bsNe.html,18.0,,58.0,,"6,049,362","83,109,278"
806.0,Nick Jonas - Jealous||../track/6i0NKfID7MlIoLOjdBxkaI.html,29.0,,30.0,,"3,781,392","83,019,971"
