song_id,song_title,artist,popularity,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration,loudness,valence,mode
spotify:track:5OCJzvD7sykQEKHH7qAC3C,God is a woman,[Ariana Grande],91,0.658,0.237,145.031,0.0558,0.0233,6e-05,4,0.602,1,197547,-5.934,0.268,1
spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,[Drake],95,0.626,0.396,91.03,0.125,0.0589,6e-05,4,0.835,1,217925,-5.833,0.35,1
spotify:track:4OafepJy2teCjYJbvFE60J,breathin,[Ariana Grande],91,0.656,0.213,100.049,0.0433,0.0211,1.37e-05,4,0.568,8,198160,-5.413,0.364,1
spotify:track:2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,[Travis Scott],96,0.73,0.124,155.008,0.222,0.00513,0.0,4,0.834,8,312820,-3.714,0.446,1
spotify:track:5WvAo7DNuPRmk4APhdPzi8,No Brainer,"[DJ Khaled, Justin Bieber, Quavo, Chance the Rapper]",90,0.76,0.0865,135.702,0.342,0.0733,0.0,5,0.552,0,260000,-4.706,0.639,1
spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,Falling Down,"[Lil Peep, XXXTENTACION]",95,0.574,0.146,120.013,0.0286,0.0175,0.00294,4,0.669,4,196400,-6.442,0.273,0
spotify:track:4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","[DJ Snake, Selena Gomez, Ozuna, Cardi B]",100,0.798,0.0618,95.948,0.229,0.153,3.33e-06,4,0.841,1,212500,-4.206,0.591,0
spotify:track:4T3fNx3CgwDRRYgmFCbD4J,Better,[Khalid],92,0.585,0.14,97.565,0.0964,0.0984,0.391,4,0.442,0,229413,-10.332,0.116,0
spotify:track:7dt6x5M1jzdTEt8oCbisTK,Better Now,[Post Malone],94,0.563,0.136,145.028,0.0454,0.354,0.0,4,0.68,10,231267,-5.843,0.374,1
spotify:track:3QlF2ExmrRP0RM7ffv7y0Q,Lost Without You,[Freya Ridings],80,0.137,0.0706,162.08,0.0446,0.928,0.0,1,0.409,6,225076,-9.169,0.106,1
spotify:track:60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),"[Eminem, Joyner Lucas]",92,0.786,0.127,153.068,0.306,0.0627,0.0,4,0.876,10,244679,-4.884,0.575,0
spotify:track:3wAyZwtyyLMsJNG7Mb17ky,Best Life,"[Hardy Caprio, One Acen]",75,0.668,0.122,106.017,0.0447,0.211,0.0,4,0.845,1,200265,-6.702,0.721,0
spotify:track:5a8RPWgKSmcGBGcffmIrUi,Thunderclouds,"[Sia, Diplo, Labrinth, LSD]",90,0.716,0.263,112.035,0.0351,0.0085,9.06e-06,4,0.691,7,187027,-5.985,0.507,1
spotify:track:5CpkVOosLFc83LbwqO6hnI,Just Got Paid,"[Sigala, Ella Eyre, Meghan Trainor, French Montana]",69,0.921,0.197,120.056,0.0863,0.0328,0.0,4,0.734,6,218480,-1.936,0.654,0
spotify:track:04MLEeAMuV9IlHEsD8vF6A,No Stylist,"[French Montana, Drake]",91,0.704,0.227,147.055,0.127,0.0215,0.0,4,0.765,5,192172,-4.589,0.498,0
spotify:track:63SevszngYpZOwf63o61K4,Nevermind,[Dennis Lloyd],88,0.691,0.418,99.976,0.196,0.156,9.78e-06,4,0.592,3,156600,-8.354,0.0796,1
spotify:track:3ee8Jmje8o58CHK66QrVC2,SAD!,[XXXTENTACION],94,0.613,0.123,75.023,0.145,0.258,0.00372,4,0.74,8,166606,-4.88,0.473,1
spotify:track:0mfEHC4z5a7533o7VNOH2c,Ay Caramba,"[Stay Flee Get Lizzy, Fredo, Young T & Bugsey]",75,0.647,0.0797,139.787,0.199,0.0355,0.00373,5,0.629,1,211525,-3.791,0.531,1
spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B),"[Maroon 5, Cardi B]",86,0.541,0.13,124.959,0.0505,0.568,0.0,4,0.851,0,235545,-6.825,0.448,1
spotify:track:2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,[Eminem],88,0.794,0.543,135.959,0.064,0.0193,0.0,4,0.749,0,269554,-5.063,0.46,1
spotify:track:0JP9xo3adEtGSdUEISiszL,Moonlight,[XXXTENTACION],94,0.537,0.102,128.009,0.0804,0.556,0.00404,4,0.921,9,135090,-5.723,0.711,0
spotify:track:5p7ujcrUXASCNwRaWNHR1C,Without Me,[Halsey],95,0.488,0.0936,136.041,0.0705,0.297,9.11e-06,4,0.752,6,201661,-7.05,0.533,1
spotify:track:1jo3TwNGCXfNdB5uba3ZVv,Killshot,[Eminem],88,0.651,0.371,105.814,0.378,0.0989,0.0,4,0.892,0,253580,-8.645,0.599,0
spotify:track:78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),"[Lil Baby, Gunna]",85,0.671,0.552,112.502,0.289,0.103,0.0,4,0.896,1,145543,-6.977,0.358,0
spotify:track:3u1S1OmAUhx5DRlLrXqyp3,Rise,"[Jonas Blue, Jack & Jack]",92,0.784,0.203,106.066,0.032,0.323,0.0,4,0.69,1,194408,-4.653,0.669,1
spotify:track:2iUXsYOEPhVqEBwsqP70rE,Youngblood,[5 Seconds of Summer],87,0.854,0.124,120.274,0.463,0.0169,0.0,4,0.596,7,203418,-5.114,0.152,0
spotify:track:4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),"[Bazzi, Camila Cabello]",92,0.717,0.105,100.027,0.0337,0.346,0.0,4,0.638,2,180000,-4.722,0.249,1
spotify:track:3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),"[Martin Garrix, Khalid]",88,0.693,0.0891,139.912,0.0412,0.584,9.58e-05,4,0.506,0,216420,-7.265,0.221,0
spotify:track:7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine),"[A$AP Rocky, Skepta]",88,0.569,0.1,80.02,0.136,0.0609,0.0816,4,0.85,5,205040,-8.152,0.294,0
spotify:track:5Xn4IyTtW6FUGIUyWjbUHG,Goodbye (feat. Nicki Minaj & Willy William),"[Jason Derulo, David Guetta, Nicki Minaj, Willy William]",88,0.904,0.189,103.028,0.0739,0.0776,0.0,4,0.643,0,195419,-3.694,0.481,1
spotify:track:6DMXPshekQJR7uOMj0103y,Butterflies,"[AJ Tracey, Not3s]",74,0.685,0.115,103.949,0.125,0.259,2.92e-06,4,0.761,5,224000,-9.796,0.596,0
spotify:track:7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"[Calvin Harris, Dua Lipa]",91,0.862,0.0814,123.994,0.11,0.037,2.19e-05,4,0.791,9,214847,-3.24,0.592,0
spotify:track:2xGjteMU3E1tkEPVFBO08U,This Is Me,"[Keala Settle, The Greatest Showman Ensemble]",69,0.704,0.0424,191.702,0.186,0.00583,0.000115,4,0.284,2,234707,-7.276,0.1,1
spotify:track:15kQGEy89K8deJcZVFEn0N,This Feeling (feat. Kelsea Ballerini),"[The Chainsmokers, Kelsea Ballerini]",90,0.571,0.0912,105.049,0.0439,0.0558,0.0,4,0.575,1,197947,-7.906,0.449,1
spotify:track:1jQvUmf16VE9WQCPuK2e8K,STOOPID,"[6ix9ine, Bobby Shmurda]",88,0.63,0.162,149.989,0.395,0.13,0.0,4,0.733,11,152000,-4.296,0.832,1
spotify:track:48zFZh27QU5qsrBjn4C2FA,Vaina Loca,"[Ozuna, Manuel Turizo]",84,0.805,0.203,93.983,0.0752,0.315,0.0,4,0.754,6,176133,-4.249,0.555,1
spotify:track:7ATATJztoWLcqDAcVVof0C,BEBE,"[6ix9ine, Anuel Aa]",93,0.902,0.125,102.063,0.109,0.172,0.0,4,0.635,0,217822,-3.559,0.286,1
spotify:track:2E124GmJRnBJuXbTb4cPUB,FEFE (feat. Nicki Minaj & Murda Beatz),"[6ix9ine, Nicki Minaj, Murda Beatz]",93,0.387,0.136,125.978,0.412,0.088,0.0,4,0.931,1,179405,-9.127,0.376,1
spotify:track:1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,[Sheck Wes],92,0.625,0.248,146.034,0.0315,0.194,0.00986,4,0.729,4,183907,-5.266,0.261,1
spotify:track:4zIO3ilp5HvTeK3HJHxhMP,Natural,[Imagine Dragons],93,0.612,0.08,97.773,0.0708,0.216,0.0,4,0.448,2,189467,-6.106,0.213,1
spotify:track:58q2HKrzhC3ozto2nDdN4z,I Like It,"[Cardi B, Bad Bunny, J Balvin]",93,0.726,0.372,136.048,0.129,0.099,0.0,4,0.816,5,253390,-3.998,0.65,0
spotify:track:0dbTQYW3Ad1FTzIA9t90E8,Mona Lisa (feat. Kendrick Lamar),"[Lil Wayne, Kendrick Lamar]",89,0.694,0.109,122.078,0.169,0.371,0.0,4,0.855,2,324189,-4.393,0.49,1
spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,"Never Recover (Lil Baby & Gunna, Drake)","[Lil Baby, Gunna, Drake]",89,0.69,0.192,132.064,0.282,0.0716,0.0,4,0.757,1,194732,-5.327,0.914,0
spotify:track:0TlLq3lA83rQOYtrqBqSct,Nonstop,[Drake],92,0.412,0.104,154.983,0.124,0.0164,0.013,4,0.912,7,238614,-8.074,0.422,1
spotify:track:3V8UKqhEK5zBkBb6d6ub8i,Te Boté - Remix,"[Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam]",92,0.675,0.0595,96.507,0.214,0.542,1.28e-05,4,0.903,11,417920,-3.445,0.442,0
spotify:track:6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),"[Clean Bandit, Demi Lovato]",91,0.636,0.35,105.005,0.0437,0.0441,6.66e-05,4,0.737,11,222653,-4.546,0.565,0
spotify:track:7d6XJZjnm7iWcKwYL9z5kC,Noticed,[Lil Mosey],85,0.558,0.116,79.992,0.0603,0.462,0.0,4,0.699,11,165000,-7.622,0.493,1
spotify:track:7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,[XXXTENTACION],91,0.391,0.297,134.021,0.242,0.469,4.13e-06,4,0.872,0,119133,-9.144,0.437,0
spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,Cuando Te Besé,"[Becky G, Paulo Londra]",91,0.732,0.106,100.048,0.213,0.307,5.14e-06,4,0.772,9,254383,-3.713,0.295,0
spotify:track:0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,"[Gucci Mane, Bruno Mars, Kodak Black]",90,0.578,0.359,143.01,0.0485,0.00381,0.0,4,0.8,4,204665,-5.144,0.367,0
spotify:track:0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),"[Post Malone, 21 Savage]",91,0.535,0.131,159.847,0.0898,0.117,6.56e-05,4,0.587,5,218147,-6.09,0.14,0
spotify:track:25sgk305KZfyuqVBQIahim,Sweet but Psycho,[Ava Max],91,0.704,0.166,133.002,0.0476,0.0691,0.0,4,0.719,1,187436,-4.724,0.628,1
spotify:track:7rLegaz7zKB6EtDNzcslKE,Medley da Gaiola - Dennis DJ Remix,"[MC Kevin o Chris, Dennis DJ]",82,0.757,0.0779,140.038,0.236,0.702,0.0,4,0.897,4,240000,-5.243,0.613,0
spotify:track:0UyljEbX9dqI1K0sqdv6B6,SLOW DANCING IN THE DARK,[Joji],84,0.479,0.191,88.964,0.0261,0.544,0.00598,4,0.515,3,209274,-7.458,0.284,1
spotify:track:3Hb9kUdm4yf839Fle4RIdT,Parado no Bailão,"[MC L da Vinte, MC Gury]",80,0.599,0.0775,86.533,0.149,0.381,0.0,5,0.828,11,171692,-1.624,0.478,1
spotify:track:2JqnpexlO9dmvjUMCaLCLJ,Love Someone,[Lukas Graham],86,0.415,0.108,172.065,0.052,0.161,0.0,4,0.55,9,205463,-6.557,0.274,0
spotify:track:3ngc7rGlfeFaskU90EWl4R,You Say,[Lauren Daigle],83,0.637,0.0882,147.924,0.0333,0.669,0.0,4,0.494,5,274693,-6.381,0.1,1
spotify:track:51HrDv54pSe1IqynORNXBd,O Bebê,"[MC Kevinho, MC Kekel]",84,0.749,0.241,165.057,0.114,0.248,0.0,4,0.81,6,178099,-3.734,0.795,0
spotify:track:3rPAD722s5FFNnwjC91t7Z,Quiere Beber,[Anuel Aa],91,0.57,0.108,95.038,0.113,0.372,0.00524,4,0.773,8,187125,-3.482,0.772,1
spotify:track:4D5Ode2OfZMxIwQyvmhUe8,Lil’ Touch,[Girls' Generation-Oh!GG],74,0.789,0.301,112.11,0.104,0.0114,0.0,4,0.791,11,189846,-4.694,0.669,0
spotify:track:5f9808hpiCpuNyqqdXmpF2,Buwan,[juan karlos],80,0.381,0.0902,126.008,0.04,0.447,0.000171,4,0.631,7,343446,-11.808,0.36,1
spotify:track:0rsDhujEJ73Q7I9bvEljAZ,Sunflower - Movie Version,[Shannon Purser],75,0.0935,0.0958,131.182,0.0438,0.924,0.0,4,0.694,0,108085,-13.712,0.551,1
spotify:track:2zDj4WjbNDmrRL6Z4YjjCA,Amigos Con Derechos,"[Reik, Maluma]",89,0.807,0.0652,183.971,0.0613,0.0481,0.0,4,0.686,1,227476,-3.324,0.63,1
spotify:track:51agJccRxKI5dqGJFkTojo,Mary Jane (Radio Edit),[Burry Soprano],75,0.561,0.0878,122.041,0.0525,0.627,1.08e-06,4,0.871,1,180984,-7.155,0.0951,1
spotify:track:5b3auymspp8YgCB9672fbR,Bad,[Lennon Stella],70,0.613,0.093,137.96,0.0621,0.366,1.25e-05,4,0.827,8,177973,-5.34,0.747,1
spotify:track:00bWqt93aqLXqKtzZoq7Jw,MOOO!,[Doja Cat],70,0.407,0.111,89.011,0.233,0.461,0.0,4,0.878,7,286517,-10.941,0.547,1
spotify:track:2dmGj5Nf01FcR6N4HPzAbL,Saudade Nível Hard,[Yasmin Santos],81,0.811,0.33,167.922,0.127,0.0437,0.0,4,0.509,6,181847,-5.604,0.716,0
spotify:track:5qHirGR7M9tdm6C17DlzSY,REEL IT IN,[Aminé],86,0.342,0.193,128.981,0.0991,0.073,0.0,4,0.754,10,121347,-8.677,0.423,0
spotify:track:2X8sssaxS5GReg6945B6RW,Só Pra Castigar,[Wesley Safadão],81,0.94,0.578,124.015,0.0386,0.0201,0.0,4,0.681,0,163851,-1.77,0.648,1
spotify:track:2H1liABu20HXBOmbt5SQz1,Ciumeira - Ao Vivo,[Marília Mendonça],84,0.813,0.797,123.842,0.0452,0.204,0.0,4,0.741,11,190084,-4.83,0.765,0
spotify:track:2PMLdLt5QeOuOgxfAvx1in,Sofazinho - Ao Vivo,"[Luan Santana, Jorge & Mateus]",79,0.875,0.209,163.958,0.106,0.426,0.0,4,0.517,0,187378,-3.997,0.672,1
spotify:track:6q8Lb50EtqNeeJXXe8mMAH,Culpables,"[Karol G, Anuel Aa]",88,0.801,0.143,130.059,0.0683,0.279,4.71e-06,4,0.728,8,226627,-2.942,0.416,0
spotify:track:1DcxnVNFAyVl2sDQ646pXS,PPP,[Kevin Roldan],85,0.65,0.122,92.975,0.109,0.363,8.17e-05,4,0.786,4,129040,-6.839,0.712,1
spotify:track:7uQmJ1jgNzBpATSoWKSPFu,Ya No Tiene Novio,"[Sebastian Yatra, Mau y Ricky]",89,0.832,0.0705,182.184,0.154,0.048,0.0,4,0.632,7,198933,-1.948,0.784,0
spotify:track:1yDiru08Q6omDOGkZMPnei,Maybe The Night,[Ben&Ben],79,0.522,0.114,74.05,0.0367,0.113,4.91e-05,4,0.572,2,217197,-9.095,0.498,1
spotify:track:7LPR6AdkOQR9WpEixCGNCk,Sapequinha,"[Lexa, MC Lan]",79,0.984,0.0632,150.086,0.286,0.211,0.0,4,0.677,11,134107,-3.539,0.906,0
spotify:track:3CACzG9I3AoKUKA3ODE5zW,Me Vas a Extrañar - En Vivo,"[Damas Gratis, Viru Kumbieron]",78,0.809,0.699,88.418,0.0357,0.323,0.0,4,0.419,11,238528,-4.596,0.635,1
spotify:track:6u2qyJK7Zw5T5ZYgNtfVdM,Hereafter,[Architects],63,0.973,0.224,121.018,0.0849,4.58e-05,0.00326,4,0.513,6,255587,-4.115,0.159,0
spotify:track:6jreFSOTUAViWjKyzOC4Kg,REMEDY,[Alesso],87,0.775,0.0883,119.964,0.0473,0.269,0.0,4,0.601,0,190295,-4.612,0.483,1
spotify:track:5ygDXis42ncn6kYG14lEVG,Baby Shark,[Pinkfong],78,0.84,0.341,115.062,0.227,0.245,0.0,4,0.825,7,96333,-3.651,0.52,1
spotify:track:2EK48RuuE8HHMDzD2rEDqL,Siren,[SUNMI],75,0.905,0.0592,122.012,0.0369,0.0142,0.0,4,0.61,9,199134,-3.686,0.521,0
spotify:track:14mHfNsSHN0FbLftyjrV9g,Leave Me Alone,[Flipp Dinero],88,0.743,0.183,150.024,0.0851,0.107,0.0,4,0.792,7,195637,-2.806,0.742,1
spotify:track:7noud145AHZGg74vpWOsCa,Trip,[Ella Mai],79,0.605,0.138,81.047,0.075,0.214,0.0,4,0.717,11,217118,-5.68,0.387,0
spotify:track:1TPOfLc3kTmlQLSK7jMelu,Rescue,[Lauren Daigle],70,0.243,0.11,92.332,0.0279,0.775,0.0,4,0.306,6,215613,-7.696,0.105,1
spotify:track:0NKoPGc72yUKTIneVhFfg1,Mocca,"[Lalo Ebratt, Trapical]",78,0.695,0.123,97.957,0.353,0.185,0.0,4,0.786,1,200293,-5.343,0.591,0
spotify:track:28O1p0bQXH2F6Qn8jBZZR4,Ponle,"[Rvssian, Farruko, J Balvin]",81,0.772,0.0851,94.028,0.194,0.187,0.00181,4,0.857,10,164765,-4.736,0.589,0
spotify:track:33zcmmElV1YbRZe57biUjg,Celoso,[Lele Pons],87,0.703,0.331,166.043,0.107,0.352,0.0,4,0.746,4,179693,-4.179,0.667,0
spotify:track:17LxkTp8UNbPcYrDrI6UOq,Contigo Siempre,"[Alejandro Fernandez, Sebastian Yatra]",77,0.503,0.0978,145.945,0.0414,0.0418,0.0,4,0.661,7,201440,-8.508,0.731,1
spotify:track:0YammaEkYSeo9vQYZ1OwS6,Say My Name,"[David Guetta, Bebe Rexha, J Balvin]",84,0.66,0.192,95.031,0.123,0.137,0.0,4,0.703,10,198947,-5.119,0.79,0
spotify:track:15fZrZhdK0g1BS9sDeW6sD,Love No More,"[Loud Luxury, anders]",68,0.678,0.258,121.01,0.054,0.0221,4.82e-05,4,0.767,0,168636,-6.249,0.217,1
spotify:track:7LNmWbTkIL2WgHxGDSLyKk,AirForce,[DIG DAT],68,0.664,0.376,142.035,0.369,0.456,0.0,4,0.858,1,221545,-7.637,0.656,1
spotify:track:1fp2uoWXPca3mIdxRHIgQm,Advice,"[Cadet, Deno Driz]",74,0.529,0.101,105.067,0.328,0.201,0.0,4,0.911,9,192571,-7.996,0.76,0
spotify:track:4yoVysVzKbW0da1sayGpWp,Jackie Chan,"[Bantu, Dr. Chaii]",59,0.536,0.0696,108.007,0.15,0.248,7.36e-05,4,0.964,7,181943,-7.873,0.615,0
spotify:track:6GM5cjlQN641yTKORmxt4E,Real One,[Aseven],52,0.577,0.152,102.028,0.0492,0.221,0.000919,4,0.758,9,185028,-6.144,0.47,0
spotify:track:5RjJhJLYX9Zt7jWJEjhcSr,Coming Back to You,"[Naya, Tom Grennan]",50,0.787,0.0864,96.997,0.0291,0.423,0.0,4,0.683,9,186040,-4.099,0.502,1
spotify:track:5Vdrq1akDDxNMEybDvmBDa,Suspirium,[Thom Yorke],64,0.217,0.134,151.002,0.032,0.989,0.905,3,0.473,1,201768,-15.662,0.441,0
spotify:track:66b3Yb7y65WuYvwBp7CVRN,Bebey (feat. Giggs) [SN1 Road Mix],"[Theophilus London, Giggs]",60,0.667,0.097,164.012,0.151,0.559,4.35e-06,4,0.645,5,257259,-5.72,0.751,0
spotify:track:4GcNU5rgS4syTK4lxI2XGX,Hunt Me Down,[Ellysse Mason],49,0.536,0.064,146.985,0.0294,0.19,0.0,4,0.502,1,291500,-7.185,0.138,1
spotify:track:0CBFOvHlyqy30Q5tbyNHfQ,Want To,[Dua Lipa],60,0.691,0.0593,92.082,0.123,0.0788,0.000132,4,0.572,8,212040,-4.783,0.318,0
spotify:track:6ho0GyrWZN3mhi9zVRW7xi,Losing It,[FISHER],63,0.964,0.0974,125.0,0.0576,0.00182,0.7,4,0.76,2,248036,-5.844,0.641,1
spotify:track:7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,[YNW Melly],80,0.73,0.11,115.007,0.0516,0.145,3.06e-06,4,0.759,0,268434,-7.985,0.74,0
spotify:track:1Ei4I19L2hnsMQYAlaqQLM,Cheatin',[Nathan Dawe],64,0.856,0.495,123.913,0.0336,0.00153,0.0,4,0.492,5,178415,-3.476,0.391,1
spotify:track:0w8A8dDcqejwN14MWAuf4k,"Hang Up Your Hang Ups (The Only One) [feat. Kim English] - CamelPhat Remix, Edit","[Paul Woolford, Kim English, CamelPhat]",57,0.976,0.277,125.03,0.0491,0.00338,0.644,4,0.469,11,206141,-5.673,0.527,0
spotify:track:1MUL6DO2gVimj2YrVedubd,Creep On Me,"[GASHI, French Montana, DJ Snake]",81,0.597,0.197,134.598,0.14,0.347,1.03e-05,5,0.449,9,194777,-4.401,0.505,0
spotify:track:1UByaqWRHXyF7m3WnCX0TB,Entitled,[Type.Raw],60,0.496,0.109,90.038,0.0476,0.11,0.752,4,0.736,11,128712,-9.567,0.943,0
spotify:track:21kOVEG3bDCVphKhXL8XmQ,Walk,[Comethazine],78,0.795,0.291,160.063,0.264,0.221,0.0,4,0.831,1,96064,-6.186,0.744,1
spotify:track:1m0UFnuTktOkksvjbF9z0m,Ramenez la coupe à la maison,[Vegedream],79,0.661,0.138,107.992,0.0395,0.0358,0.0,4,0.808,0,235556,-6.237,0.804,0
spotify:track:4cWafPsRizm6woL5j4HNTD,(It Happens) Sometimes,[Jack Back],63,0.886,0.11,122.025,0.0573,0.000431,0.00451,4,0.833,11,202276,-6.767,0.604,1
spotify:track:6mFsgNSqTikfpZz46QBS4N,Torn,[Richard Fairlie],54,0.49,0.127,101.585,0.119,0.204,0.0,4,0.537,1,184320,-7.979,0.351,1
spotify:track:5U28PY9MekLyCBYtLHGQpe,Meu Abrigo,[Melim],81,0.572,0.125,92.011,0.0304,0.214,0.0,4,0.658,3,231474,-7.527,0.741,1
spotify:track:1IJH7QjV5V99eJBtKXqGXE,Largado Às Traças - Ao Vivo,[Zé Neto & Cristiano],81,0.869,0.535,121.996,0.0857,0.611,0.0,4,0.694,3,234961,-5.26,0.786,0
spotify:track:4xc6RrWzEOdprPqYn9Cyen,Só Você,"[Dennis DJ, MC G15]",82,0.751,0.112,129.935,0.117,0.447,0.0,4,0.834,11,161444,-0.787,0.697,1
spotify:track:3xgDQRexKiyS4Eq3oAvLaD,Disk Me,[Pabllo Vittar],77,0.61,0.124,140.014,0.0447,0.141,0.0,4,0.761,1,173137,-5.856,0.29,1
spotify:track:2Ab1wPTEqulaCGoBak1gUo,Ao Vivo E A Cores,"[Matheus & Kauan, Anitta]",77,0.526,0.147,135.032,0.0352,0.0131,0.0,4,0.668,5,180304,-6.174,0.42,0
spotify:track:4iGwWeV7XVIWO9Yy5QExOr,Zé da Recaída,[Gusttavo Lima],80,0.832,0.0878,135.137,0.0385,0.206,0.0,4,0.841,5,168459,-2.018,0.904,1
spotify:track:2odzriVVZBwYOiYJEj30tm,Pouca Pausa,"[Clau, CortesiaDaCasa, Haikaiss]",80,0.583,0.0922,103.006,0.149,0.194,0.0,4,0.886,8,279757,-6.639,0.883,0
spotify:track:74n5d5M21JnC4WJ6gdkggK,Propaganda - Ao Vivo,[Jorge & Mateus],80,0.782,0.399,167.95,0.0605,0.381,0.0,4,0.614,2,141935,-4.603,0.77,1
spotify:track:5EKHbW7mXcAR4hCyS3YXjb,Atrasadinha - Ao Vivo,"[Felipe Araújo, Ferrugem]",81,0.844,0.866,159.969,0.109,0.498,0.0,4,0.676,7,172767,-3.396,0.716,1
spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Notificação Preferida - Ao Vivo,[Zé Neto & Cristiano],78,0.838,0.189,156.008,0.13,0.778,0.0,3,0.398,8,182341,-4.734,0.206,0
