song_id,song_title,artist,popularity,total_no_streams,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration,loudness,valence,mode
spotify:track:7dt6x5M1jzdTEt8oCbisTK,Better Now,['Post Malone'],91,760949782,0.563,0.136,145.028,0.0454,0.354,0.0,4,0.68,10,231267,-5.843,0.374,1
spotify:track:3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),"['Post Malone', 'Ty Dolla $ign']",87,751386196,0.559,0.112,140.124,0.117,0.58,0.0,4,0.739,8,221440,-8.011,0.439,1
spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,['Drake'],88,749976724,0.626,0.396,91.03,0.125,0.0589,6e-05,4,0.835,1,217925,-5.833,0.35,1
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,['Bruno Mars'],83,733976807,0.56,0.0944,134.066,0.0406,0.013,0.0,4,0.853,1,206693,-4.961,0.86,1
spotify:track:58q2HKrzhC3ozto2nDdN4z,I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",88,726463464,0.726,0.372,136.048,0.129,0.099,0.0,4,0.816,5,253390,-3.998,0.65,0
spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,['Twenty One Pilots'],82,723053286,0.637,0.0602,169.977,0.141,0.0462,2.29e-05,4,0.734,4,202333,-5.677,0.648,0
spotify:track:3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","['DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper', 'Lil Wayne']",76,720238325,0.668,0.167,80.924,0.0367,0.0552,0.0,4,0.609,7,288600,-4.284,0.811,1
spotify:track:7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,['XXXTENTACION'],88,718176755,0.391,0.297,134.021,0.242,0.469,4.13e-06,4,0.872,0,119133,-9.144,0.437,0
spotify:track:0azC730Exh71aQlOt9Zj3y,This Is What You Came For,"['Calvin Harris', 'Rihanna']",79,710707296,0.928,0.148,123.963,0.0331,0.199,0.124,4,0.63,9,222160,-2.787,0.465,0
spotify:track:6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",['Justin Timberlake'],77,707632576,0.83,0.191,113.03,0.0749,0.0123,0.0,4,0.667,0,236002,-5.715,0.701,1
spotify:track:2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,"['J Balvin', 'Willy William']",22,706648562,0.677,0.13,103.809,0.0993,0.0148,6.21e-06,4,0.543,11,189440,-4.915,0.294,0
spotify:track:1brwdYwjltrJo7WHpIvbYt,Faded,['Alan Walker'],23,705007917,0.651,0.111,90.011,0.0306,0.0291,3.2e-06,4,0.589,6,212627,-5.097,0.166,1
spotify:track:7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"['Calvin Harris', 'Dua Lipa']",87,702468168,0.862,0.0814,123.994,0.11,0.037,2.19e-05,4,0.791,9,214847,-3.24,0.592,0
spotify:track:4iLqG9SeJSnt0cSPICSjxv,Attention,['Charlie Puth'],27,700064945,0.626,0.0848,100.041,0.0432,0.0969,3.12e-05,4,0.774,3,211475,-4.432,0.777,0
spotify:track:4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),"['Fifth Harmony', 'Ty Dolla $ign']",78,698301324,0.585,0.0644,105.017,0.0432,0.103,3.94e-06,4,0.803,8,214480,-5.861,0.593,1
spotify:track:76t5B0ttSAje5KHmQbv88t,Treat You Better,['Shawn Mendes'],22,695762913,0.797,0.114,82.916,0.246,0.107,0.0,4,0.683,10,187973,-4.085,0.758,0
spotify:track:5kqIPrATaCc2LqxVWzQGbk,7 Years,['Lukas Graham'],78,691799286,0.473,0.391,119.992,0.0514,0.287,0.0,4,0.765,10,237300,-5.829,0.34,1
spotify:track:3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","['ZAYN', 'Taylor Swift']",28,682354310,0.451,0.325,117.973,0.0585,0.0631,1.3e-05,4,0.735,0,245200,-8.374,0.0862,1
spotify:track:0s3nnoMeVWz3989MkNQiRf,Lucid Dreams,['Juice WRLD'],71,676287607,0.566,0.34,83.903,0.2,0.349,0.0,4,0.511,6,239836,-7.23,0.218,0
spotify:track:5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",79,674373152,0.763,0.18,101.965,0.0523,0.406,0.0,4,0.72,9,251088,-4.068,0.742,0
spotify:track:75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,['Post Malone'],86,673749769,0.538,0.196,143.95,0.0382,0.0689,0.0,4,0.556,8,223347,-5.408,0.291,0
spotify:track:0ENSn4fwAbCGeFGVUbXEU3,Hello,['Adele'],63,668589866,0.451,0.0872,157.966,0.0347,0.336,0.0,4,0.481,5,295493,-6.095,0.289,0
spotify:track:3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),"['Kygo', 'Selena Gomez']",78,668193646,0.533,0.0864,99.968,0.0706,0.119,0.0,4,0.64,0,220781,-6.596,0.515,1
spotify:track:7vGuf3Y35N4wmASOKLUVVU,Silence,"['Marshmello', 'Khalid']",84,667322212,0.761,0.17,141.971,0.0853,0.256,4.96e-06,4,0.52,4,180823,-3.093,0.286,1
spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B),"['Maroon 5', 'Cardi B']",82,667199438,0.541,0.13,124.959,0.0505,0.568,0.0,4,0.851,0,235545,-6.825,0.448,1
spotify:track:76cy1WJvNGJTj78UqeA5zr,IDGAF,['Dua Lipa'],85,660656373,0.544,0.0824,97.028,0.0943,0.0403,0.0,4,0.836,7,217947,-5.975,0.51,1
spotify:track:14WWzenpaEgQZlqPq2nk4v,Work,"['Rihanna', 'Drake']",20,652396816,0.534,0.0919,91.974,0.0946,0.0752,0.0,4,0.725,11,219320,-6.238,0.558,1
spotify:track:3hBBKuWJfxlIlnd9QFoC8k,What Lovers Do (feat. SZA),"['Maroon 5', 'SZA']",26,651050835,0.615,0.0855,110.009,0.0671,0.0786,2.98e-06,4,0.795,5,199849,-5.211,0.393,0
spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,Stitches,['Shawn Mendes'],23,643947324,0.754,0.0486,149.882,0.067,0.0152,0.0,4,0.746,1,206880,-6.681,0.764,1
spotify:track:6De0lHrwBfPfrhorm9q1Xl,Me Rehúso,['Danny Ocean'],82,640056355,0.804,0.0494,104.823,0.0677,0.0231,0.0,4,0.744,1,205715,-6.327,0.426,1
spotify:track:08bNPGLD8AhKpnnERrAc6G,FRIENDS,"['Marshmello', 'Anne-Marie']",86,639258903,0.88,0.128,95.079,0.0504,0.205,0.0,4,0.626,9,202621,-2.384,0.534,0
spotify:track:6RsWqX8zABZLhZydXxEFOm,Can't Feel My Face,['The Weeknd'],22,636191997,0.77,0.103,107.951,0.0482,0.124,0.0,4,0.702,9,213520,-5.416,0.593,0
spotify:track:5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,"['Logic', 'Alessia Cara', 'Khalid']",82,629521089,0.574,0.19,100.021,0.0479,0.57,0.0,4,0.62,5,250173,-7.788,0.352,0
spotify:track:6i0V12jOa3mr6uu4WYhUBr,Heathens,['Twenty One Pilots'],79,629357576,0.396,0.105,90.024,0.0286,0.0841,3.58e-05,4,0.732,4,195920,-9.348,0.548,0
spotify:track:06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),"['Charlie Puth', 'Selena Gomez']",78,624294216,0.563,0.179,100.017,0.134,0.621,0.0,4,0.728,1,217707,-8.053,0.352,0
spotify:track:7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),"['Bebe Rexha', 'Florida Georgia Line']",84,618980681,0.783,0.083,154.084,0.0856,0.047,0.0,4,0.643,10,163870,-6.458,0.579,1
spotify:track:5OOkp4U9P9oL23maHFHL1h,Panda,['Desiigner'],11,618141508,0.766,0.366,144.833,0.449,0.028,1.68e-06,4,0.576,10,246761,-4.943,0.236,0
spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,['Lauv'],85,610111649,0.505,0.104,91.97,0.253,0.535,2.55e-06,4,0.752,9,197437,-7.621,0.419,1
spotify:track:6lDo13SSgTv0WbyUQKgnjk,Light It Up (feat. Nyla & Fuse ODG) - Remix,"['Major Lazer', 'Nyla', 'Fuse ODG']",54,604569611,0.879,0.233,107.976,0.0696,0.0369,0.000736,4,0.736,9,166138,-3.782,0.757,0
spotify:track:2ARqIya5NAuvFVHSN3bL0m,The Middle,"['Zedd', 'Maren Morris', 'Grey']",33,601472779,0.652,0.128,106.914,0.058,0.208,0.0,4,0.748,7,184732,-3.02,0.431,1
spotify:track:79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,['Shawn Mendes'],30,596905132,0.8,0.0913,121.996,0.0583,0.381,0.0,4,0.857,2,199440,-4.035,0.966,1
spotify:track:6nmz4imkDcmtwMjocAzFSx,Hotline Bling,['Drake'],17,596313469,0.623,0.039,134.962,0.0571,0.00257,0.000258,4,0.896,2,267024,-8.008,0.585,1
spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,Nice For What,['Drake'],30,594741215,0.913,0.114,93.35,0.0736,0.0934,0.000124,4,0.567,8,210926,-6.471,0.792,1
spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,['Khalid'],84,589836882,0.539,0.165,136.949,0.0421,0.199,1.66e-05,4,0.798,1,202547,-6.351,0.394,1
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk,"['Mark Ronson', 'Bruno Mars']",80,586491435,0.609,0.0344,114.988,0.0824,0.00801,8.15e-05,4,0.856,0,269667,-7.223,0.928,1
spotify:track:0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),"['Zedd', 'Alessia Cara']",23,586299104,0.634,0.115,102.013,0.0654,0.232,0.0,4,0.679,5,210091,-5.024,0.498,0
spotify:track:0JP9xo3adEtGSdUEISiszL,Moonlight,['XXXTENTACION'],90,582882151,0.537,0.102,128.009,0.0804,0.556,0.00404,4,0.921,9,135090,-5.723,0.711,0
spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,['Future'],28,582487201,0.434,0.165,150.062,0.431,0.0102,0.0219,4,0.833,2,204600,-8.795,0.281,1
spotify:track:7EmGUiUaOSGDnUUQUDrOXC,Wolves,"['Selena Gomez', 'Marshmello']",27,581396174,0.802,0.177,124.989,0.0394,0.139,0.0,4,0.715,11,197993,-4.647,0.327,0
spotify:track:23L5CiUhw2jV1OIMwthR3S,In the Name of Love,"['Martin Garrix', 'Bebe Rexha']",80,581181619,0.519,0.454,133.99,0.0409,0.109,0.0,4,0.501,4,195707,-5.88,0.168,0
spotify:track:4RepvCWqsP6zBuzvwYibAS,I Feel It Coming,"['The Weeknd', 'Daft Punk']",25,579239741,0.813,0.0952,92.985,0.143,0.429,0.0,4,0.769,0,269187,-5.9,0.567,0
spotify:track:7IHOIqZUUInxjVkko181PB,Stay With Me,['Sam Smith'],22,578380137,0.418,0.11,84.899,0.0377,0.566,0.000193,4,0.5,0,172724,-6.535,0.176,1
spotify:track:5SxkdsY1ufZzoq9iXceLw9,no tears left to cry,['Ariana Grande'],37,575611020,0.696,0.274,121.969,0.0529,0.0375,5.65e-06,4,0.703,0,205947,-5.482,0.366,1
spotify:track:40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I","['G-Eazy', 'Bebe Rexha']",77,564775200,0.672,0.158,111.996,0.0955,0.0186,0.0,4,0.757,0,251467,-6.524,0.382,0
spotify:track:1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),"['Clean Bandit', 'Zara Larsson']",80,561744393,0.629,0.138,122.863,0.0563,0.259,1.6e-05,4,0.707,0,212459,-4.581,0.457,0
spotify:track:6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"['Jason Derulo', 'Nicki Minaj', 'Ty Dolla $ign']",78,560860745,0.817,0.187,98.064,0.109,0.075,0.0,4,0.696,1,216409,-3.862,0.782,1
spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,['Sam Smith'],83,559226298,0.375,0.173,91.92,0.0491,0.652,0.0,4,0.698,5,201000,-8.279,0.534,1
spotify:track:4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",95,555472583,0.798,0.0618,95.948,0.229,0.153,3.33e-06,4,0.841,1,212500,-4.206,0.591,0
spotify:track:3U4isOIWM3VvDubwSI3y7a,All of Me,['John Legend'],83,552803997,0.264,0.132,119.93,0.0322,0.922,0.0,4,0.422,8,269560,-7.064,0.331,1
spotify:track:6gBFPUFcJLzWGx4lenP6h2,goosebumps,['Travis Scott'],84,552655192,0.728,0.149,130.049,0.0484,0.0847,0.0,4,0.841,7,243837,-3.37,0.43,1
spotify:track:0r4SsYcwvd8URat6AS2m6f,Lush Life,['Zara Larsson'],26,551641716,0.712,0.211,98.022,0.046,0.133,0.0,4,0.694,7,201122,-3.923,0.799,0
spotify:track:2iUXsYOEPhVqEBwsqP70rE,Youngblood,['5 Seconds of Summer'],85,547957539,0.854,0.124,120.274,0.463,0.0169,0.0,4,0.596,7,203418,-5.114,0.152,0
spotify:track:2Aa1wE8ofs2tu59TOQrZKW,Cake By The Ocean,['DNCE'],15,547344387,0.765,0.0523,119.018,0.0517,0.156,0.0,4,0.774,4,218440,-5.503,0.908,0
spotify:track:7dS5EaCoMnN7DzlpT6aRn2,Take Me To Church,['Hozier'],18,543835168,0.664,0.116,128.945,0.0464,0.634,0.0,4,0.566,4,241688,-5.303,0.437,0
spotify:track:11KJSRSgaDxqydKYiD2Jew,Too Good,"['Drake', 'Rihanna']",17,542497343,0.648,0.102,117.983,0.117,0.0573,3.49e-05,4,0.804,7,263373,-7.805,0.392,1
spotify:track:0afhq8XCExXpqazXczTSve,Galway Girl,['Ed Sheeran'],80,542207088,0.876,0.327,99.943,0.1,0.0735,0.0,4,0.624,9,170827,-3.374,0.781,1
spotify:track:6DG2g1UhROp5pnM8fx7zH2,Starving,"['Hailee Steinfeld', 'Grey', 'Zedd']",18,539154382,0.615,0.104,99.817,0.104,0.379,0.0,4,0.695,4,181880,-4.194,0.532,1
spotify:track:25khomWgBVamSdKw7hzm3l,The Hills,['The Weeknd'],17,537464309,0.567,0.137,135.553,0.0798,0.0861,0.0,5,0.356,0,242253,-7.011,0.109,0
spotify:track:4pLwZjInHj3SimIyN9SnOz,Side To Side,"['Ariana Grande', 'Nicki Minaj']",25,537400584,0.738,0.292,159.145,0.247,0.0408,0.0,4,0.648,6,226160,-5.883,0.603,0
spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,['Twenty One Pilots'],80,537094400,0.713,0.113,74.989,0.0393,0.00835,0.0,4,0.645,6,214507,-5.355,0.566,1
spotify:track:152lZdxL1OR0ZMW6KquMif,Location,['Khalid'],82,536818581,0.449,0.0898,80.126,0.425,0.33,0.000162,4,0.736,1,219080,-11.462,0.326,0
spotify:track:2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,['Travis Scott'],94,535034855,0.73,0.124,155.008,0.222,0.00513,0.0,4,0.834,8,312820,-3.714,0.446,1
spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),"['BlocBoy JB', 'Drake']",85,533375863,0.581,0.105,140.022,0.27,0.00104,5.86e-05,4,0.922,10,181263,-7.495,0.595,1
spotify:track:1sXUWdKx03aP9Gmzft58rt,Issues,['Julia Michaels'],23,533154479,0.427,0.0604,113.634,0.0777,0.368,0.0,4,0.683,8,176347,-6.827,0.426,1
spotify:track:3V8UKqhEK5zBkBb6d6ub8i,Te Boté - Remix,"['Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam']",86,532445805,0.675,0.0595,96.507,0.214,0.542,1.28e-05,4,0.903,11,417920,-3.445,0.442,0
spotify:track:15vzANxN8G9wWfwAJLLMCg,Paris,['The Chainsmokers'],77,531337298,0.644,0.0888,99.999,0.031,0.0243,0.0,4,0.646,2,221520,-6.763,0.251,1
spotify:track:2dpaYNEQHiRxtZbfNsse99,Happier,"['Marshmello', 'Bastille']",95,529762233,0.792,0.167,100.015,0.0452,0.191,0.0,4,0.687,5,214290,-2.749,0.671,1
spotify:track:6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,['Ed Sheeran'],80,529615023,0.834,0.14,135.007,0.0989,0.0232,1.14e-05,4,0.461,2,261154,-4.868,0.471,1
spotify:track:6b8Be6ljOzmkOmFslEb23P,24K Magic,['Bruno Mars'],79,527459491,0.803,0.153,106.97,0.0797,0.034,0.0,4,0.818,1,225983,-4.282,0.632,1
spotify:track:66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),"['Jack Ü', 'Skrillex', 'Diplo', 'Justin Bieber']",75,524252721,0.781,0.0789,139.432,0.0567,0.041,4.21e-06,4,0.432,4,250286,-4.038,0.197,0
spotify:track:5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset),"['Tyga', 'Offset']",89,521944844,0.559,0.101,97.994,0.12,0.0236,0.0,4,0.884,0,232959,-7.442,0.342,1
spotify:track:3PEgB3fkiojxms35ntsTgs,More Than You Know,['Axwell /\\ Ingrosso'],15,517548978,0.743,0.257,123.074,0.0355,0.034,0.0,4,0.644,5,203000,-5.002,0.544,0
spotify:track:3m660poUr1chesgkkjQM7P,Sorry Not Sorry,['Demi Lovato'],22,517161784,0.633,0.29,144.021,0.241,0.0214,0.0,4,0.704,11,203760,-6.923,0.863,0
spotify:track:4VrWlk8IQxevMvERoX08iC,Chandelier,['Sia'],78,516437237,0.787,0.0685,117.089,0.0499,0.0197,6.07e-05,5,0.399,1,216120,-2.88,0.572,1
spotify:track:2rPE9A1vEgShuZxxzR2tZH,"thank u, next",['Ariana Grande'],97,516283279,0.647,0.102,106.96,0.0658,0.28,0.0,4,0.724,1,207333,-5.642,0.435,1
spotify:track:0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),"['benny blanco', 'Halsey', 'Khalid']",90,515300438,0.68,0.116,89.391,0.321,0.555,0.0,4,0.56,6,173800,-7.648,0.319,0
spotify:track:1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),"['DJ Khaled', 'Rihanna', 'Bryson Tiller']",76,506184874,0.672,0.118,97.98,0.0688,0.0329,0.0,4,0.671,0,204173,-3.094,0.632,0
spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"['Kendrick Lamar', 'SZA']",83,503976206,0.633,0.0926,96.924,0.0597,0.0605,0.000194,4,0.698,8,232187,-4.946,0.552,1
spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,['Portugal. The Man'],82,503935939,0.795,0.0717,79.028,0.0504,0.0417,0.000113,4,0.801,1,163253,-5.115,0.754,0
spotify:track:6OZh916QF8XNunWaP97WEZ,Fast Car,"['Jonas Blue', 'Dakota']",25,502209439,0.587,0.307,113.901,0.0785,0.453,0.0,4,0.459,9,212424,-6.983,0.581,1
spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,"['Liam Payne', 'Quavo']",22,501969151,0.485,0.0765,106.028,0.0545,0.246,0.0,4,0.869,6,204502,-5.595,0.527,1
spotify:track:6mrKP2jyIQmM0rw6fQryjr,Let You Down,['NF'],27,497222105,0.716,0.173,148.015,0.111,0.33,0.0,4,0.659,5,212120,-5.673,0.437,0
spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,"['ZAYN', 'Sia']",82,494566732,0.437,0.106,180.043,0.039,0.101,1.27e-06,4,0.258,11,239000,-6.593,0.0967,0
spotify:track:0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,['ZAYN'],76,493993282,0.7,0.0939,124.944,0.0456,0.117,0.0,4,0.584,11,202747,-4.275,0.438,1
spotify:track:5CLGzJsGqhCEECcpnFQA8x,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","['Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen']",84,493838843,0.809,0.165,92.213,0.0474,0.194,0.0,4,0.653,0,210773,-4.057,0.55,1
spotify:track:3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,"['Martin Garrix', 'Dua Lipa']",79,493661628,0.54,0.261,137.972,0.0576,0.0895,0.0,4,0.584,1,220883,-7.786,0.195,0
spotify:track:7hDc8b7IXETo14hHIHdnhd,Passionfruit,['Drake'],21,492003941,0.463,0.109,111.98,0.0396,0.256,0.085,4,0.809,11,298941,-11.377,0.364,1
